date,region,category,quarter,day_of_week,is_weekend,marketing_spend,discount_pct,units_sold,unit_price,revenue,cost,profit,customer_satisfaction
2023-10-11,East,Electronics,4,2,0,3130.58,14.47,247,454.37,112230.35,75690.87,36539.48,3.83
2023-10-11,East,Furniture,4,2,0,2244.46,13.8,207,252.33,52231.62,32086.23,20145.39,3.98
2023-10-11,East,Office Supplies,4,2,0,1575.08,15.72,166,56.44,9369.86,5931.38,3438.47,4.15
2023-10-11,West,Electronics,4,2,0,1909.41,11.57,250,390.6,97649.44,61450.63,36198.81,3.91
2023-10-11,West,Furniture,4,2,0,1840.35,24.41,233,333.68,77747.81,47287.77,30460.04,4.39
2023-10-11,West,Office Supplies,4,2,0,1817.3,11.91,169,53.72,9078.2,6071.11,3007.09,4.22
2023-10-12,North,Electronics,4,3,0,1296.26,7.59,221,403.77,89234.1,54774.95,34459.15,3.81
2023-10-12,North,Furniture,4,3,0,2112.32,14.65,238,252.07,59993.31,42237.2,17756.12,4.17
2023-10-12,North,Office Supplies,4,3,0,2218.19,12.56,181,54.17,9805.6,6279.44,3526.16,4.75
2023-10-12,South,Electronics,4,3,0,2729.3,18.84,257,421.74,108386.13,70384.8,38001.34,4.0
2023-10-12,South,Furniture,4,3,0,1605.99,13.7,191,218.94,41816.85,27156.63,14660.22,4.28
2023-10-12,South,Office Supplies,4,3,0,1454.8,9.96,158,62.34,9850.32,7333.38,2516.94,4.0
2023-10-12,East,Electronics,4,3,0,2866.06,11.25,237,440.82,104474.35,66237.46,38236.89,3.91
2023-10-12,East,Furniture,4,3,0,2292.98,3.32,187,316.24,59136.56,42258.65,16877.92,4.14
2023-10-12,East,Office Supplies,4,3,0,1320.52,14.34,162,77.69,12585.4,7885.47,4699.93,4.41
2023-10-12,West,Electronics,4,3,0,2633.53,11.51,249,513.5,127862.09,88188.56,39673.52,4.04
2023-10-12,West,Furniture,4,3,0,1614.5,7.28,209,287.59,60105.45,42861.14,17244.31,4.3
2023-10-12,West,Office Supplies,4,3,0,2193.06,16.45,187,62.49,11684.84,8314.15,3370.69,4.3
2023-10-13,North,Electronics,4,4,0,2568.2,18.28,278,402.73,111957.71,82954.01,29003.7,4.18
2023-10-13,North,Furniture,4,4,0,1754.2,15.64,218,261.82,57077.78,33782.69,23295.09,4.1
2023-10-13,North,Office Supplies,4,4,0,2321.99,17.72,217,62.57,13576.67,10093.17,3483.5,4.63
2023-10-13,South,Electronics,4,4,0,1474.12,11.21,208,415.7,86465.23,63628.55,22836.67,4.39
2023-10-13,South,Furniture,4,4,0,2242.56,10.8,163,204.09,33266.65,20764.56,12502.09,3.99
2023-10-13,South,Office Supplies,4,4,0,1563.8,17.69,153,50.05,7657.33,4951.82,2705.51,4.24
2023-10-13,East,Electronics,4,4,0,2146.01,15.55,240,403.9,96935.07,72002.26,24932.82,4.23
2023-10-13,East,Furniture,4,4,0,1600.53,21.84,254,242.5,61595.1,42871.32,18723.78,3.75
2023-10-13,East,Office Supplies,4,4,0,2056.85,12.03,171,47.88,8188.18,5735.83,2452.35,4.26
2023-10-13,West,Electronics,4,4,0,2641.63,15.64,276,494.9,136592.4,91687.45,44904.95,4.63
2023-10-13,West,Furniture,4,4,0,2075.97,14.83,233,260.06,60593.04,42529.14,18063.9,4.46
2023-10-13,West,Office Supplies,4,4,0,1861.81,17.71,194,55.63,10792.69,6704.67,4088.03,4.05
2023-10-14,North,Electronics,4,5,1,2231.54,14.35,287,444.63,127607.55,77035.45,50572.1,3.8
2023-10-14,North,Furniture,4,5,1,1509.94,8.14,216,319.68,69051.53,48610.73,20440.8,4.1
2023-10-14,North,Office Supplies,4,5,1,1778.12,18.33,187,60.82,11373.79,7745.77,3628.02,4.2
2023-10-14,South,Electronics,4,5,1,2629.48,13.88,254,424.14,107732.22,64490.59,43241.64,4.56
2023-10-14,South,Furniture,4,5,1,2107.94,12.02,229,279.98,64114.32,40867.15,23247.17,4.34
2023-10-14,South,Office Supplies,4,5,1,1893.91,10.21,160,65.38,10461.56,6801.35,3660.21,4.17
2023-10-14,East,Electronics,4,5,1,2890.77,12.85,290,402.24,116649.93,70915.93,45734.01,3.62
2023-10-14,East,Furniture,4,5,1,1818.17,17.82,237,299.25,70922.64,48289.11,22633.52,3.62
2023-10-14,East,Office Supplies,4,5,1,1991.97,13.99,197,56.23,11077.62,7458.12,3619.5,4.31
2023-10-14,West,Electronics,4,5,1,2690.26,13.0,285,476.91,135919.3,99561.53,36357.76,4.02
2023-10-14,West,Furniture,4,5,1,1979.47,7.78,236,234.57,55357.94,41282.86,14075.09,4.06
2023-10-14,West,Office Supplies,4,5,1,1405.48,21.73,210,59.1,12410.29,7920.93,4489.37,4.42
2023-10-15,North,Electronics,4,6,1,1916.72,10.63,268,430.77,115446.29,79301.32,36144.97,4.51
2023-10-15,North,Furniture,4,6,1,1325.78,14.02,227,247.5,56181.92,37930.53,18251.39,4.13
2023-10-15,North,Office Supplies,4,6,1,1729.3,7.51,202,58.25,11766.61,7330.0,4436.62,4.56
2023-10-15,South,Electronics,4,6,1,2464.24,6.69,239,401.62,95987.33,63546.57,32440.76,4.24
2023-10-15,South,Furniture,4,6,1,1385.35,15.69,216,284.18,61383.69,43465.47,17918.22,4.17
2023-10-15,South,Office Supplies,4,6,1,973.44,11.74,179,54.6,9774.13,7219.42,2554.7,4.07
2023-10-15,East,Electronics,4,6,1,2836.45,11.25,263,434.62,114304.33,82720.85,31583.48,4.35
2023-10-15,East,Furniture,4,6,1,1717.48,16.02,219,312.97,68541.24,40280.54,28260.69,4.15
2023-10-15,East,Office Supplies,4,6,1,2161.91,16.7,203,70.94,14399.85,10020.52,4379.33,4.1
2023-10-15,West,Electronics,4,6,1,3054.72,13.8,294,501.03,147302.02,89717.37,57584.65,4.11
2023-10-15,West,Furniture,4,6,1,1992.58,19.84,257,225.25,57890.17,37297.95,20592.22,4.04
2023-10-15,West,Office Supplies,4,6,1,1188.87,5.48,180,61.66,11098.11,6766.01,4332.1,3.95
2023-10-16,North,Electronics,4,0,0,2978.61,10.18,241,433.43,104457.06,67641.25,36815.81,3.89
2023-10-16,North,Furniture,4,0,0,1090.6,7.03,196,266.42,52219.17,31474.91,20744.26,4.15
2023-10-16,North,Office Supplies,4,0,0,1163.83,12.3,169,57.02,9636.1,7204.41,2431.69,3.87
2023-10-16,South,Electronics,4,0,0,3020.34,11.94,225,473.3,106493.0,63012.98,43480.02,4.36
2023-10-16,South,Furniture,4,0,0,2000.17,19.47,200,251.2,50240.27,31631.66,18608.61,4.55
2023-10-16,South,Office Supplies,4,0,0,1997.63,17.16,166,60.21,9994.67,6898.34,3096.33,4.54
2023-10-16,East,Electronics,4,0,0,1277.72,10.59,220,481.81,105998.19,64820.72,41177.47,4.07
2023-10-16,East,Furniture,4,0,0,1893.01,7.92,186,282.65,52573.65,34846.58,17727.07,4.45
2023-10-16,East,Office Supplies,4,0,0,1655.81,2.33,155,54.39,8430.88,6097.15,2333.73,4.31
2023-10-16,West,Electronics,4,0,0,2404.23,11.14,243,352.68,85700.72,62329.87,23370.86,4.32
2023-10-16,West,Furniture,4,0,0,2158.88,12.57,217,250.83,54430.79,33465.84,20964.95,4.28
2023-10-16,West,Office Supplies,4,0,0,2553.04,11.53,165,71.63,11819.01,8641.7,3177.31,4.37
2023-10-17,North,Electronics,4,1,0,1719.93,8.3,229,421.22,96460.17,60204.56,36255.62,4.09
2023-10-17,North,Furniture,4,1,0,2034.46,5.0,198,288.69,57161.05,35122.37,22038.68,3.84
2023-10-17,North,Office Supplies,4,1,0,1664.88,15.1,168,58.98,9908.15,6243.23,3664.91,4.36
2023-10-17,South,Electronics,4,1,0,2823.4,4.35,205,412.0,84460.62,60063.28,24397.33,3.73
2023-10-17,South,Furniture,4,1,0,1748.76,11.33,197,285.59,56262.15,35779.36,20482.79,3.94
2023-10-17,South,Office Supplies,4,1,0,1056.92,15.06,138,57.72,7965.37,5565.75,2399.62,4.4
2023-10-17,East,Electronics,4,1,0,2172.01,2.33,222,417.59,92704.17,61543.59,31160.58,4.04
2023-10-17,East,Furniture,4,1,0,1911.38,10.33,220,353.76,77827.8,56785.29,21042.52,4.43
2023-10-17,East,Office Supplies,4,1,0,1711.84,16.65,183,61.19,11197.88,6546.16,4651.72,4.56
2023-10-17,West,Electronics,4,1,0,2960.51,17.21,276,450.4,124311.55,91002.1,33309.45,4.05
2023-10-17,West,Furniture,4,1,0,2203.73,15.28,210,290.94,61096.54,37868.11,23228.44,4.74
2023-10-17,West,Office Supplies,4,1,0,1902.16,15.21,174,52.91,9206.11,5687.29,3518.82,4.36
2023-10-18,North,Electronics,4,2,0,2642.16,15.86,242,449.78,108846.41,66004.8,42841.6,3.62
2023-10-18,North,Furniture,4,2,0,1595.87,7.16,190,292.07,55492.53,33288.63,22203.9,4.46
2023-10-18,North,Office Supplies,4,2,0,1383.08,6.31,175,68.54,11994.3,7395.11,4599.19,4.61
2023-10-18,South,Electronics,4,2,0,2769.14,17.3,236,453.17,106949.15,62471.76,44477.39,4.23
2023-10-18,South,Furniture,4,2,0,1571.46,19.9,200,328.83,65765.23,40204.68,25560.55,4.41
2023-10-18,South,Office Supplies,4,2,0,1706.02,9.79,147,47.55,6990.09,5009.98,1980.11,4.48
2023-10-18,East,Electronics,4,2,0,1803.1,19.0,253,451.17,114144.85,66826.73,47318.12,3.98
2023-10-18,East,Furniture,4,2,0,1406.2,9.87,178,255.31,45445.55,31352.92,14092.63,4.34
2023-10-18,East,Office Supplies,4,2,0,2109.79,16.32,157,50.65,7952.73,5909.53,2043.2,4.47
2023-10-18,West,Electronics,4,2,0,2564.22,13.85,273,455.63,124387.25,83898.22,40489.02,4.07
2023-10-18,West,Furniture,4,2,0,2351.89,14.67,205,260.26,53352.93,32129.87,21223.06,4.64
2023-10-18,West,Office Supplies,4,2,0,2169.67,13.48,208,62.63,13027.15,8308.65,4718.49,4.35
2023-10-19,North,Electronics,4,3,0,2627.02,8.58,236,420.54,99248.12,73191.39,26056.73,4.61
2023-10-19,North,Furniture,4,3,0,2170.81,17.56,208,273.18,56821.15,37134.89,19686.26,3.69
2023-10-19,North,Office Supplies,4,3,0,1682.56,1.85,155,59.87,9280.21,5964.15,3316.06,3.57
2023-10-19,South,Electronics,4,3,0,3034.51,13.19,239,430.55,102902.18,72054.3,30847.89,4.27
2023-10-19,South,Furniture,4,3,0,2384.83,12.87,185,299.72,55447.35,33806.93,21640.43,4.28
2023-10-19,South,Office Supplies,4,3,0,1321.63,9.42,157,74.76,11737.75,6888.59,4849.16,4.44
2023-10-19,East,Electronics,4,3,0,1954.68,8.17,221,407.57,90072.18,61400.08,28672.1,4.2
2023-10-19,East,Furniture,4,3,0,1518.95,0.0,186,228.48,42496.57,25251.58,17244.99,4.09
2023-10-19,East,Office Supplies,4,3,0,1322.11,12.09,156,57.4,8954.73,5737.35,3217.37,3.92
2023-10-19,West,Electronics,4,3,0,2057.94,14.28,263,439.25,115522.68,85929.58,29593.11,4.37
2023-10-19,West,Furniture,4,3,0,2101.99,14.69,222,265.76,58999.7,39125.5,19874.2,4.37
2023-10-19,West,Office Supplies,4,3,0,1517.99,15.44,191,52.61,10049.41,6744.44,3304.97,4.63
2023-10-20,North,Electronics,4,4,0,1996.74,12.46,234,531.57,124386.93,74501.52,49885.41,4.7
2023-10-20,North,Furniture,4,4,0,1757.88,12.09,186,303.29,56412.28,33998.57,22413.71,4.22
2023-10-20,North,Office Supplies,4,4,0,1714.93,25.55,215,43.85,9426.83,6378.96,3047.87,3.84
2023-10-20,South,Electronics,4,4,0,3508.31,15.32,238,509.06,121155.22,86361.74,34793.48,4.3
2023-10-20,South,Furniture,4,4,0,2656.72,12.85,200,322.71,64542.1,40274.42,24267.68,4.05
2023-10-20,South,Office Supplies,4,4,0,1917.68,4.72,154,52.29,8052.78,6031.56,2021.22,4.07
2023-10-20,East,Electronics,4,4,0,2897.67,7.15,236,438.21,103417.21,65991.75,37425.45,4.17
2023-10-20,East,Furniture,4,4,0,1696.25,6.8,184,255.94,47092.42,31559.9,15532.52,4.03
2023-10-20,East,Office Supplies,4,4,0,1777.99,12.11,168,52.24,8775.85,5649.25,3126.6,4.45
2023-10-20,West,Electronics,4,4,0,2503.57,11.48,244,390.96,95394.07,63269.47,32124.6,4.12
2023-10-20,West,Furniture,4,4,0,1648.09,15.03,208,216.27,44984.21,27215.91,17768.3,4.46
2023-10-20,West,Office Supplies,4,4,0,1913.18,12.94,188,51.73,9724.44,6246.65,3477.8,4.28
2023-10-21,North,Electronics,4,5,1,2787.08,11.55,293,464.12,135986.42,95487.01,40499.4,4.07
2023-10-21,North,Furniture,4,5,1,1285.16,14.25,248,305.28,75709.62,50929.99,24779.63,4.35
2023-10-21,North,Office Supplies,4,5,1,2484.52,1.93,172,75.39,12967.35,8731.24,4236.11,4.24
2023-10-21,South,Electronics,4,5,1,2506.72,11.08,259,479.85,124280.54,76960.41,47320.13,4.01
2023-10-21,South,Furniture,4,5,1,2048.19,5.8,182,269.34,49020.7,28906.87,20113.83,4.03
2023-10-21,South,Office Supplies,4,5,1,1580.5,14.08,177,51.2,9062.16,5508.48,3553.67,4.27
2023-10-21,East,Electronics,4,5,1,1790.36,16.47,279,481.08,134221.76,93954.99,40266.77,4.28
2023-10-21,East,Furniture,4,5,1,1773.95,17.97,253,261.53,66166.29,39503.36,26662.93,3.92
2023-10-21,East,Office Supplies,4,5,1,1568.65,23.33,233,66.91,15590.79,11260.96,4329.83,4.14
2023-10-21,West,Electronics,4,5,1,3677.65,21.87,328,436.47,143160.56,95038.48,48122.08,4.45
2023-10-21,West,Furniture,4,5,1,2383.72,17.57,265,334.34,88599.89,62415.94,26183.95,4.12
2023-10-21,West,Office Supplies,4,5,1,2086.84,17.95,230,68.58,15773.49,9740.8,6032.68,4.55
2023-10-22,North,Electronics,4,6,1,1932.18,2.1,261,507.38,132425.61,87456.26,44969.34,4.29
2023-10-22,North,Furniture,4,6,1,2146.72,6.84,221,249.94,55237.45,36403.5,18833.95,4.25
2023-10-22,North,Office Supplies,4,6,1,1874.16,12.34,209,63.15,13199.2,9791.21,3407.99,3.64
2023-10-22,South,Electronics,4,6,1,1946.0,22.23,269,468.12,125925.11,94087.46,31837.65,4.1
2023-10-22,South,Furniture,4,6,1,1507.4,8.47,188,224.6,42224.14,25701.02,16523.12,3.67
2023-10-22,South,Office Supplies,4,6,1,2268.62,5.06,162,50.14,8122.83,5311.1,2811.73,3.91
2023-10-22,East,Electronics,4,6,1,3276.95,0.08,242,454.28,109934.86,77037.79,32897.07,4.33
2023-10-22,East,Furniture,4,6,1,1655.17,11.4,228,244.22,55682.98,39516.23,16166.75,4.1
2023-10-22,East,Office Supplies,4,6,1,1604.37,10.07,205,66.73,13678.88,8202.39,5476.49,3.6
2023-10-22,West,Electronics,4,6,1,2352.76,13.55,291,454.5,132260.52,77948.28,54312.24,4.08
2023-10-22,West,Furniture,4,6,1,1779.82,4.93,226,299.67,67726.53,44350.6,23375.93,4.08
2023-10-22,West,Office Supplies,4,6,1,1115.06,14.97,202,57.91,11698.18,7535.77,4162.42,4.13
2023-10-23,North,Electronics,4,0,0,2832.23,20.86,285,421.19,120039.86,71593.04,48446.82,4.37
2023-10-23,North,Furniture,4,0,0,2037.84,15.08,198,237.7,47065.27,33185.72,13879.55,3.52
2023-10-23,North,Office Supplies,4,0,0,1512.24,12.97,172,55.88,9611.97,6639.45,2972.52,4.38
2023-10-23,South,Electronics,4,0,0,2130.21,9.8,220,463.07,101874.48,59986.43,41888.05,4.63
2023-10-23,South,Furniture,4,0,0,1741.82,20.31,216,219.92,47501.8,28694.28,18807.51,4.31
2023-10-23,South,Office Supplies,4,0,0,1792.28,10.57,144,61.25,8820.12,6220.83,2599.3,4.2
2023-10-23,East,Electronics,4,0,0,2263.79,10.0,254,438.13,111284.28,76172.26,35112.03,4.17
2023-10-23,East,Furniture,4,0,0,1174.76,12.68,190,300.55,57104.57,40900.08,16204.49,3.99
2023-10-23,East,Office Supplies,4,0,0,2039.8,20.22,182,64.27,11697.76,7958.97,3738.8,4.32
2023-10-23,West,Electronics,4,0,0,2512.03,5.94,259,455.3,117921.57,74090.83,43830.74,4.47
2023-10-23,West,Furniture,4,0,0,2089.86,14.54,230,298.83,68729.99,48622.52,20107.47,4.74
2023-10-23,West,Office Supplies,4,0,0,2984.66,18.18,208,78.81,16393.31,11889.7,4503.62,4.32
2023-10-24,North,Electronics,4,1,0,2372.79,4.4,238,458.51,109126.41,68520.88,40605.53,4.38
2023-10-24,North,Furniture,4,1,0,1887.93,5.53,198,313.31,62034.87,44311.13,17723.73,3.85
2023-10-24,North,Office Supplies,4,1,0,2002.76,19.91,200,54.1,10819.9,7466.67,3353.24,4.09
2023-10-24,South,Electronics,4,1,0,2224.11,10.15,212,464.74,98524.47,67895.31,30629.16,4.64
2023-10-24,South,Furniture,4,1,0,1986.51,4.84,167,264.75,44213.79,26603.07,17610.72,4.0
2023-10-24,South,Office Supplies,4,1,0,1463.88,19.86,176,63.81,11231.09,8035.37,3195.72,4.3
2023-10-24,East,Electronics,4,1,0,1832.87,5.07,219,469.08,102729.53,69377.54,33351.99,4.03
2023-10-24,East,Furniture,4,1,0,1440.15,10.29,191,266.67,50933.48,31070.36,19863.12,4.48
2023-10-24,East,Office Supplies,4,1,0,2023.8,17.42,170,57.71,9810.67,6539.12,3271.55,4.52
2023-10-24,West,Electronics,4,1,0,2559.34,18.06,289,430.93,124539.65,79060.61,45479.05,4.7
2023-10-24,West,Furniture,4,1,0,1461.42,11.31,222,220.48,48947.16,30273.15,18674.01,4.02
2023-10-24,West,Office Supplies,4,1,0,1834.84,12.55,172,51.72,8896.09,5269.56,3626.53,4.38
2023-10-25,North,Electronics,4,2,0,2550.92,9.43,238,458.82,109198.17,80124.65,29073.51,3.95
2023-10-25,North,Furniture,4,2,0,1672.55,12.12,223,287.06,64014.71,37460.48,26554.23,4.31
2023-10-25,North,Office Supplies,4,2,0,1311.85,7.69,153,49.83,7623.63,5209.49,2414.15,4.25
2023-10-25,South,Electronics,4,2,0,2744.12,10.2,226,435.46,98413.11,66187.37,32225.74,4.76
2023-10-25,South,Furniture,4,2,0,2006.81,6.18,184,273.2,50268.9,29309.59,20959.31,4.21
2023-10-25,South,Office Supplies,4,2,0,1510.19,15.05,153,58.94,9017.18,6681.77,2335.42,3.98
2023-10-25,East,Electronics,4,2,0,2337.32,13.44,252,450.19,113449.01,75363.43,38085.58,4.31
2023-10-25,East,Furniture,4,2,0,2109.32,15.58,226,261.7,59143.14,39140.16,20002.98,4.46
2023-10-25,East,Office Supplies,4,2,0,1685.08,11.05,164,58.93,9664.99,6623.23,3041.75,4.05
2023-10-25,West,Electronics,4,2,0,2273.23,10.17,266,435.36,115805.22,74954.96,40850.26,3.87
2023-10-25,West,Furniture,4,2,0,2085.27,11.89,198,269.55,53370.7,35052.75,18317.95,3.84
2023-10-25,West,Office Supplies,4,2,0,2060.8,10.43,180,64.31,11576.21,7925.35,3650.87,4.08
2023-10-26,North,Electronics,4,3,0,2486.25,23.1,280,472.67,132347.88,78360.59,53987.28,4.55
2023-10-26,North,Furniture,4,3,0,1718.57,10.62,186,285.97,53189.85,32843.24,20346.61,4.44
2023-10-26,North,Office Supplies,4,3,0,1119.97,12.92,192,52.82,10141.55,6894.87,3246.68,3.84
2023-10-26,South,Electronics,4,3,0,2859.05,13.88,220,379.3,83446.07,55348.13,28097.95,3.91
2023-10-26,South,Furniture,4,3,0,1807.62,17.93,183,259.64,47513.76,33554.97,13958.78,4.05
2023-10-26,South,Office Supplies,4,3,0,1715.4,14.2,158,61.65,9740.02,5838.48,3901.54,4.38
2023-10-26,East,Electronics,4,3,0,2323.79,8.55,247,471.9,116559.6,69767.99,46791.61,4.08
2023-10-26,East,Furniture,4,3,0,1881.06,25.13,204,304.78,62174.58,42817.1,19357.47,4.32
2023-10-26,East,Office Supplies,4,3,0,1972.42,8.12,162,67.6,10951.61,7293.37,3658.24,4.23
2023-10-26,West,Electronics,4,3,0,3027.05,11.86,270,432.92,116889.39,69935.17,46954.21,4.17
2023-10-26,West,Furniture,4,3,0,2467.32,14.39,229,222.19,50881.34,37377.56,13503.78,4.54
2023-10-26,West,Office Supplies,4,3,0,1591.18,18.53,180,55.65,10016.58,6109.39,3907.19,4.1
2023-10-27,North,Electronics,4,4,0,2753.8,8.51,222,386.73,85854.49,63335.02,22519.47,3.99
2023-10-27,North,Furniture,4,4,0,1157.72,16.94,185,297.66,55067.34,32004.99,23062.34,4.63
2023-10-27,North,Office Supplies,4,4,0,2325.74,14.01,190,62.42,11859.53,8462.86,3396.67,3.97
2023-10-27,South,Electronics,4,4,0,2530.27,15.01,232,445.93,103456.06,63413.77,40042.29,3.91
2023-10-27,South,Furniture,4,4,0,2054.86,9.87,189,271.96,51400.43,36181.35,15219.08,3.99
2023-10-27,South,Office Supplies,4,4,0,1706.07,6.47,140,46.5,6510.03,4556.7,1953.33,4.47
2023-10-27,East,Electronics,4,4,0,2834.66,12.12,246,426.4,104893.97,67464.01,37429.96,4.0
2023-10-27,East,Furniture,4,4,0,1587.05,12.07,175,307.75,53856.82,32161.01,21695.81,4.04
2023-10-27,East,Office Supplies,4,4,0,1369.87,7.93,164,60.02,9843.44,6075.45,3767.99,4.51
2023-10-27,West,Electronics,4,4,0,2310.09,11.59,269,470.91,126676.12,90863.77,35812.36,4.0
2023-10-27,West,Furniture,4,4,0,1753.3,1.44,196,320.25,62769.58,43510.45,19259.13,3.93
2023-10-27,West,Office Supplies,4,4,0,1219.72,8.86,169,50.28,8496.83,5965.47,2531.35,4.94
2023-10-28,North,Electronics,4,5,1,2866.44,11.7,290,357.14,103571.55,64529.39,39042.16,3.96
2023-10-28,North,Furniture,4,5,1,1833.51,2.52,212,262.22,55590.3,37700.11,17890.2,4.57
2023-10-28,North,Office Supplies,4,5,1,2106.95,16.17,202,55.78,11267.8,6558.62,4709.18,4.32
2023-10-28,South,Electronics,4,5,1,2308.69,1.88,234,508.41,118967.22,70299.67,48667.56,3.53
2023-10-28,South,Furniture,4,5,1,1117.88,17.77,195,316.78,61771.83,40260.28,21511.54,4.24
2023-10-28,South,Office Supplies,4,5,1,1750.38,13.55,187,47.33,8849.94,5529.79,3320.15,4.0
2023-10-28,East,Electronics,4,5,1,2747.35,16.41,281,432.7,121588.93,90810.17,30778.76,3.87
2023-10-28,East,Furniture,4,5,1,1872.08,9.9,229,237.8,54455.58,35118.6,19336.98,4.28
2023-10-28,East,Office Supplies,4,5,1,1313.57,8.15,196,68.66,13457.95,9664.04,3793.92,3.9
2023-10-28,West,Electronics,4,5,1,2466.93,12.82,307,475.46,145966.52,106264.31,39702.21,4.18
2023-10-28,West,Furniture,4,5,1,1806.03,2.82,208,256.31,53312.96,36605.33,16707.63,3.95
2023-10-28,West,Office Supplies,4,5,1,2210.37,19.26,228,49.06,11184.57,7310.61,3873.97,3.81
2023-10-29,North,Electronics,4,6,1,3030.53,6.96,265,489.58,129739.81,95433.09,34306.72,4.34
2023-10-29,North,Furniture,4,6,1,1416.78,13.92,225,281.49,63336.01,38150.31,25185.7,4.78
2023-10-29,North,Office Supplies,4,6,1,796.87,10.64,197,55.77,10986.44,7909.24,3077.21,4.21
2023-10-29,South,Electronics,4,6,1,2652.58,15.6,246,489.45,120404.78,82357.96,38046.82,4.29
2023-10-29,South,Furniture,4,6,1,1664.16,10.74,218,313.43,68326.75,42723.15,25603.61,4.09
2023-10-29,South,Office Supplies,4,6,1,2149.72,11.52,194,53.7,10417.03,7688.91,2728.12,4.2
2023-10-29,East,Electronics,4,6,1,2145.96,5.85,263,516.91,135948.51,99952.32,35996.19,4.18
2023-10-29,East,Furniture,4,6,1,1610.05,2.75,211,254.38,53673.89,36643.99,17029.89,3.96
2023-10-29,East,Office Supplies,4,6,1,1458.12,6.23,187,54.56,10203.18,7013.55,3189.63,4.3
2023-10-29,West,Electronics,4,6,1,2165.27,13.28,288,412.2,118713.52,88929.46,29784.06,4.04
2023-10-29,West,Furniture,4,6,1,2082.76,12.83,236,208.72,49257.86,36749.69,12508.18,4.14
2023-10-29,West,Office Supplies,4,6,1,2508.46,10.94,225,61.16,13759.95,8076.19,5683.76,4.17
2023-10-30,North,Electronics,4,0,0,2126.57,12.14,250,407.75,101936.61,68033.9,33902.71,4.21
2023-10-30,North,Furniture,4,0,0,1194.46,13.61,205,301.64,61837.2,44513.41,17323.79,3.94
2023-10-30,North,Office Supplies,4,0,0,1417.3,2.25,136,54.32,7387.9,4842.53,2545.37,4.12
2023-10-30,South,Electronics,4,0,0,2252.57,17.33,242,418.92,101378.29,68316.78,33061.5,4.17
2023-10-30,South,Furniture,4,0,0,2044.23,9.51,171,251.48,43002.3,29877.81,13124.5,4.28
2023-10-30,South,Office Supplies,4,0,0,1516.52,14.09,144,63.86,9196.24,5343.21,3853.03,4.33
2023-10-30,East,Electronics,4,0,0,2561.91,6.99,216,435.66,94102.13,65998.32,28103.82,4.16
2023-10-30,East,Furniture,4,0,0,1867.9,10.84,199,277.61,55245.03,36977.04,18267.99,4.55
2023-10-30,East,Office Supplies,4,0,0,1487.84,18.13,180,60.8,10943.66,7224.17,3719.49,4.49
2023-10-30,West,Electronics,4,0,0,2431.42,1.96,239,413.6,98849.5,73300.49,25549.01,4.17
2023-10-30,West,Furniture,4,0,0,1853.49,18.19,232,209.29,48556.37,31922.11,16634.26,3.97
2023-10-30,West,Office Supplies,4,0,0,2374.03,13.25,189,57.8,10923.92,6932.02,3991.89,4.12
2023-10-31,North,Electronics,4,1,0,2145.65,9.34,237,491.49,116483.37,70300.87,46182.5,4.24
2023-10-31,North,Furniture,4,1,0,1806.91,12.79,231,246.5,56941.08,34016.49,22924.58,4.25
2023-10-31,North,Office Supplies,4,1,0,1831.61,5.9,158,57.62,9103.18,6659.78,2443.4,4.56
2023-10-31,South,Electronics,4,1,0,2745.22,11.68,199,487.19,96949.91,71457.46,25492.46,3.64
2023-10-31,South,Furniture,4,1,0,2370.74,18.6,203,300.19,60938.11,39090.72,21847.39,4.48
2023-10-31,South,Office Supplies,4,1,0,1165.5,13.48,140,48.46,6783.83,4376.02,2407.81,4.69
2023-10-31,East,Electronics,4,1,0,2189.39,6.15,203,449.57,91261.98,57110.1,34151.87,3.83
2023-10-31,East,Furniture,4,1,0,1979.05,12.12,200,284.5,56900.26,40067.9,16832.37,4.0
2023-10-31,East,Office Supplies,4,1,0,1943.02,2.42,146,84.11,12280.11,8799.21,3480.9,3.94
2023-10-31,West,Electronics,4,1,0,2286.29,9.51,267,459.57,122704.56,86404.87,36299.69,4.22
2023-10-31,West,Furniture,4,1,0,2220.62,18.98,222,303.64,67408.04,40140.81,27267.23,4.35
2023-10-31,West,Office Supplies,4,1,0,1564.8,9.56,182,56.91,10356.79,6328.91,4027.88,4.43
2023-11-01,North,Electronics,4,2,0,2529.57,4.62,238,453.51,107936.14,70756.02,37180.12,4.35
2023-11-01,North,Furniture,4,2,0,1540.43,10.35,193,141.13,27238.11,18187.04,9051.07,4.23
2023-11-01,North,Office Supplies,4,2,0,1214.17,11.54,181,50.51,9142.76,6579.54,2563.22,4.21
2023-11-01,South,Electronics,4,2,0,2272.89,5.41,212,454.12,96273.71,65746.31,30527.39,4.42
2023-11-01,South,Furniture,4,2,0,2046.79,4.95,181,268.17,48539.19,32477.63,16061.57,4.38
2023-11-01,South,Office Supplies,4,2,0,2034.27,14.67,182,74.25,13513.69,8900.2,4613.5,3.78
2023-11-01,East,Electronics,4,2,0,2628.98,10.77,265,420.02,111305.75,68869.18,42436.57,4.11
2023-11-01,East,Furniture,4,2,0,2066.67,11.95,189,256.74,48523.09,35244.02,13279.06,4.11
