Order_ID,Order_Date,Region,Category,Segment,Product,Quantity,Unit_Price,Discount,Cost_Ratio,Sales,Cost,Profit,Profit_Margin,Month,Year
1636,2024-02-09,North,Technology,Corporate,Desk,9,1929,0.18,0.51,14236.02,7260.3702,6975.6498,0.49,2024-02,2024
1637,2035-08-19,East,Furniture,Corporate,Phone,6,174,0.13,0.48,908.28,435.97439999999995,472.3056,0.52,2035-08,2035
1638,2035-07-08,East,Technology,Consumer,Paper,8,818,0.1,0.61,5889.6,3592.656,2296.9440000000004,0.39000000000000007,2035-07,2035
1639,2028-06-23,West,Office Supplies,Corporate,Monitor,2,559,0.19,0.55,905.58,498.0690000000001,407.51099999999997,0.44999999999999996,2028-06,2028
1640,2030-07-19,West,Furniture,Corporate,Laptop,5,1301,0.0,0.68,6505.0,4423.400000000001,2081.5999999999995,0.3199999999999999,2030-07,2030
1641,2027-07-27,East,Furniture,Home Office,Printer,1,1505,0.29,0.54,1068.55,577.017,491.5329999999999,0.4599999999999999,2027-07,2027
1642,2026-12-31,South,Technology,Home Office,Storage,4,1160,0.07,0.74,4315.2,3193.248,1121.9519999999998,0.25999999999999995,2026-12,2026
1643,2032-12-15,West,Technology,Home Office,Printer,1,1243,0.28,0.68,894.9599999999999,608.5728,286.3871999999999,0.3199999999999999,2032-12,2032
1644,2030-06-17,East,Furniture,Consumer,Chair,9,729,0.03,0.47,6364.17,2991.1598999999997,3373.0101000000004,0.53,2030-06,2030
1645,2036-03-02,West,Technology,Corporate,Paper,2,100,0.07,0.6,186.0,111.6,74.4,0.4,2036-03,2036
1646,2034-06-10,East,Furniture,Corporate,Phone,7,1844,0.07,0.62,12004.439999999999,7442.752799999999,4561.687199999999,0.38,2034-06,2034
1647,2028-08-10,North,Technology,Corporate,Laptop,3,1035,0.3,0.66,2173.5,1434.51,738.99,0.34,2028-08,2028
1648,2034-05-09,East,Office Supplies,Home Office,Desk,2,410,0.0,0.6,820.0,492.0,328.0,0.4,2034-05,2034
1649,2036-02-02,North,Technology,Corporate,Chair,4,1331,0.19,0.6,4312.4400000000005,2587.4640000000004,1724.976,0.39999999999999997,2036-02,2036
1650,2024-12-17,West,Office Supplies,Corporate,Laptop,7,1277,0.26,0.56,6614.86,3704.3216,2910.5383999999995,0.43999999999999995,2024-12,2024
1651,2035-06-11,East,Technology,Corporate,Monitor,7,861,0.2,0.53,4821.6,2555.4480000000003,2266.152,0.47,2035-06,2035
1652,2036-08-16,West,Technology,Corporate,Storage,9,782,0.11,0.73,6263.82,4572.5886,1691.2313999999997,0.26999999999999996,2036-08,2036
1653,2035-07-20,North,Furniture,Corporate,Laptop,3,414,0.29,0.55,881.8199999999999,485.001,396.81899999999996,0.45,2035-07,2035
1654,2027-12-29,East,Technology,Consumer,Printer,7,406,0.27,0.47,2074.66,975.0901999999999,1099.5698,0.53,2027-12,2027
1655,2028-09-12,West,Technology,Corporate,Monitor,6,1627,0.13,0.5,8492.94,4246.47,4246.47,0.5,2028-09,2028
1656,2032-05-12,North,Office Supplies,Consumer,Phone,7,718,0.17,0.71,4171.58,2961.8217999999997,1209.7582000000002,0.29000000000000004,2032-05,2032
1657,2027-04-24,West,Technology,Corporate,Paper,7,1778,0.29,0.63,8836.66,5567.0958,3269.5642,0.37,2027-04,2027
1658,2023-09-07,South,Furniture,Consumer,Desk,5,1643,0.29,0.68,5832.65,3966.202,1866.4479999999994,0.3199999999999999,2023-09,2023
1659,2024-11-04,North,Office Supplies,Corporate,Phone,9,1729,0.13,0.69,13538.07,9341.2683,4196.8017,0.31,2024-11,2024
1660,2035-05-31,North,Furniture,Corporate,Printer,7,1220,0.25,0.7,6405.0,4483.5,1921.5,0.3,2035-05,2035
1661,2028-12-05,North,Furniture,Corporate,Desk,7,1613,0.09,0.62,10274.81,6370.3822,3904.4277999999995,0.37999999999999995,2028-12,2028
1662,2025-02-09,East,Furniture,Corporate,Desk,3,106,0.11,0.5,283.02,141.51,141.51,0.5,2025-02,2025
1663,2033-11-06,East,Furniture,Home Office,Paper,1,1909,0.05,0.49,1813.55,888.6395,924.9105,0.51,2033-11,2033
1664,2034-12-12,East,Office Supplies,Corporate,Chair,5,1135,0.06,0.62,5334.5,3307.39,2027.1100000000001,0.38,2034-12,2034
1665,2028-06-07,South,Technology,Consumer,Desk,8,613,0.2,0.56,3923.2000000000003,2196.992,1726.208,0.44,2028-06,2028
1666,2025-12-13,South,Furniture,Home Office,Laptop,5,448,0.15,0.62,1904.0,1180.48,723.52,0.38,2025-12,2025
1667,2023-08-24,North,Office Supplies,Home Office,Phone,3,1016,0.07,0.6,2834.64,1700.7839999999999,1133.856,0.4,2023-08,2023
1668,2024-01-24,South,Furniture,Corporate,Storage,9,1130,0.12,0.63,8949.6,5638.2480000000005,3311.352,0.37,2024-01,2024
1669,2031-04-26,West,Technology,Consumer,Storage,2,599,0.11,0.46,1066.22,490.4612,575.7588000000001,0.54,2031-04,2031
1670,2036-04-20,North,Office Supplies,Consumer,Phone,3,574,0.3,0.46,1205.3999999999999,554.4839999999999,650.9159999999999,0.54,2036-04,2036
1671,2028-01-23,North,Office Supplies,Home Office,Chair,4,623,0.26,0.67,1844.08,1235.5336,608.5464,0.32999999999999996,2028-01,2028
1672,2035-12-03,West,Technology,Consumer,Desk,1,1975,0.12,0.51,1738.0,886.38,851.62,0.49,2035-12,2035
1673,2030-09-15,North,Office Supplies,Corporate,Printer,4,1180,0.27,0.65,3445.6,2239.64,1205.96,0.35000000000000003,2030-09,2030
1674,2032-03-28,South,Technology,Corporate,Monitor,4,689,0.1,0.61,2480.4,1513.044,967.356,0.38999999999999996,2032-03,2032
1675,2031-12-23,East,Office Supplies,Corporate,Monitor,9,1709,0.2,0.74,12304.800000000001,9105.552000000001,3199.2479999999996,0.25999999999999995,2031-12,2031
1676,2026-06-06,West,Office Supplies,Corporate,Laptop,8,332,0.29,0.7,1885.76,1320.032,565.7280000000001,0.30000000000000004,2026-06,2026
1677,2033-11-25,South,Technology,Corporate,Chair,2,890,0.12,0.57,1566.4,892.848,673.5520000000001,0.43000000000000005,2033-11,2033
1678,2035-10-18,West,Technology,Home Office,Monitor,7,1153,0.2,0.63,6456.8,4067.784,2389.016,0.37,2035-10,2035
1679,2028-10-23,West,Office Supplies,Corporate,Paper,6,466,0.09,0.49,2544.36,1246.7364,1297.6236000000001,0.51,2028-10,2028
1680,2035-05-28,North,Office Supplies,Corporate,Paper,7,1949,0.08,0.57,12551.560000000001,7154.3892000000005,5397.170800000001,0.43,2035-05,2035
1681,2028-11-20,North,Technology,Home Office,Desk,4,1730,0.17,0.67,5743.599999999999,3848.212,1895.3879999999995,0.32999999999999996,2028-11,2028
1682,2036-04-21,South,Technology,Home Office,Storage,5,1943,0.29,0.64,6897.65,4414.496,2483.1539999999995,0.35999999999999993,2036-04,2036
1683,2026-08-22,West,Office Supplies,Home Office,Printer,6,155,0.14,0.6,799.8,479.87999999999994,319.92,0.4,2026-08,2026
1684,2026-09-20,North,Office Supplies,Consumer,Desk,9,109,0.28,0.5,706.3199999999999,353.15999999999997,353.15999999999997,0.5,2026-09,2026
1685,2029-10-18,North,Office Supplies,Consumer,Chair,2,246,0.27,0.69,359.15999999999997,247.82039999999995,111.33960000000002,0.31000000000000005,2029-10,2029
1686,2035-06-09,West,Technology,Corporate,Paper,9,463,0.08,0.53,3833.6400000000003,2031.8292000000004,1801.8108,0.47,2035-06,2035
1687,2028-07-10,South,Office Supplies,Corporate,Printer,1,1722,0.12,0.7,1515.36,1060.752,454.60799999999995,0.3,2028-07,2028
1688,2026-08-24,South,Furniture,Corporate,Monitor,4,352,0.19,0.63,1140.48,718.5024,421.97760000000005,0.37000000000000005,2026-08,2026
1689,2034-11-23,West,Technology,Consumer,Printer,5,1822,0.16,0.56,7652.4,4285.344,3367.0559999999996,0.43999999999999995,2034-11,2034
1690,2034-09-01,South,Office Supplies,Corporate,Printer,9,1039,0.03,0.46,9070.47,4172.4162,4898.0538,0.54,2034-09,2034
1691,2026-09-20,North,Technology,Corporate,Printer,6,1868,0.3,0.52,7845.599999999999,4079.712,3765.8879999999995,0.48,2026-09,2026
1692,2035-09-12,West,Furniture,Consumer,Paper,4,1376,0.23,0.72,4238.08,3051.4175999999998,1186.6624000000002,0.28,2035-09,2035
1693,2036-04-16,North,Technology,Home Office,Monitor,2,1566,0.13,0.7,2724.84,1907.388,817.4520000000002,0.30000000000000004,2036-04,2036
1694,2031-09-13,East,Office Supplies,Consumer,Desk,5,835,0.19,0.62,3381.75,2096.685,1285.065,0.38,2031-09,2031
1695,2028-10-29,East,Furniture,Corporate,Printer,8,439,0.03,0.59,3406.64,2009.9175999999998,1396.7224,0.41000000000000003,2028-10,2028
1696,2028-12-20,South,Furniture,Consumer,Desk,8,1639,0.15,0.64,11145.199999999999,7132.928,4012.271999999999,0.35999999999999993,2028-12,2028
1697,2036-05-24,East,Office Supplies,Home Office,Printer,6,1476,0.28,0.59,6376.32,3762.0287999999996,2614.2912,0.41000000000000003,2036-05,2036
1698,2023-05-18,North,Office Supplies,Home Office,Paper,1,723,0.27,0.64,527.79,337.7856,190.00439999999998,0.36,2023-05,2023
1699,2032-07-04,East,Office Supplies,Home Office,Printer,8,804,0.1,0.54,5788.8,3125.952,2662.848,0.45999999999999996,2032-07,2032
1700,2030-10-03,North,Technology,Home Office,Chair,4,1776,0.16,0.7,5967.36,4177.151999999999,1790.2080000000005,0.3000000000000001,2030-10,2030
1701,2032-10-19,South,Technology,Home Office,Desk,2,422,0.21,0.66,666.76,440.0616,226.6984,0.33999999999999997,2032-10,2032
1702,2031-04-20,South,Technology,Home Office,Storage,1,1263,0.1,0.55,1136.7,625.1850000000001,511.515,0.44999999999999996,2031-04,2031
1703,2034-05-27,North,Office Supplies,Corporate,Paper,7,960,0.02,0.7,6585.599999999999,4609.919999999999,1975.6800000000003,0.30000000000000004,2034-05,2034
1704,2030-02-06,East,Office Supplies,Corporate,Desk,2,1568,0.15,0.6,2665.6,1599.36,1066.24,0.4,2030-02,2030
1705,2034-10-10,South,Technology,Consumer,Paper,4,194,0.18,0.5,636.32,318.16,318.16,0.5,2034-10,2034
1706,2033-06-15,West,Furniture,Corporate,Phone,4,652,0.0,0.47,2608.0,1225.76,1382.24,0.53,2033-06,2033
1707,2034-05-01,South,Technology,Home Office,Monitor,1,1543,0.03,0.66,1496.71,987.8286,508.8814,0.33999999999999997,2034-05,2034
1708,2033-06-20,East,Furniture,Corporate,Storage,2,1637,0.06,0.71,3077.56,2185.0676,892.4924000000001,0.29000000000000004,2033-06,2033
1709,2034-01-25,West,Office Supplies,Consumer,Chair,1,889,0.1,0.69,800.1,552.069,248.03100000000006,0.31000000000000005,2034-01,2034
1710,2028-03-21,East,Office Supplies,Home Office,Desk,6,1273,0.16,0.65,6415.92,4170.348,2245.572,0.35000000000000003,2028-03,2028
1711,2025-01-30,North,Technology,Corporate,Chair,3,652,0.09,0.49,1779.96,872.1804,907.7796000000001,0.51,2025-01,2025
1712,2032-06-07,West,Technology,Corporate,Storage,1,1474,0.08,0.48,1356.0800000000002,650.9184,705.1616000000001,0.52,2032-06,2032
1713,2025-06-18,East,Office Supplies,Consumer,Chair,8,215,0.26,0.55,1272.8,700.0400000000001,572.7599999999999,0.4499999999999999,2025-06,2025
1714,2035-03-14,West,Technology,Home Office,Chair,4,731,0.04,0.71,2807.04,1992.9984,814.0416,0.29000000000000004,2035-03,2035
1715,2031-01-26,East,Office Supplies,Consumer,Laptop,7,1360,0.15,0.74,8092.0,5988.08,2103.92,0.26,2031-01,2031
1716,2027-09-16,West,Office Supplies,Home Office,Desk,2,369,0.29,0.52,523.98,272.4696,251.5104,0.48,2027-09,2027
1717,2023-10-08,East,Furniture,Home Office,Chair,6,960,0.19,0.68,4665.6,3172.6080000000006,1492.9919999999997,0.3199999999999999,2023-10,2023
1718,2031-12-11,North,Technology,Corporate,Laptop,6,390,0.22,0.62,1825.2,1131.624,693.576,0.38,2031-12,2031
1719,2028-03-02,West,Office Supplies,Consumer,Laptop,7,1557,0.13,0.46,9482.13,4361.7798,5120.350199999999,0.5399999999999999,2028-03,2028
1720,2031-12-11,West,Technology,Consumer,Paper,1,108,0.01,0.61,106.92,65.2212,41.698800000000006,0.39000000000000007,2031-12,2031
1721,2024-10-28,West,Furniture,Consumer,Printer,1,1874,0.19,0.69,1517.94,1047.3786,470.56140000000005,0.31,2024-10,2024
1722,2034-06-20,West,Furniture,Home Office,Printer,2,729,0.19,0.53,1180.98,625.9194,555.0606,0.47000000000000003,2034-06,2034
1723,2024-11-02,North,Technology,Consumer,Monitor,2,963,0.03,0.72,1868.22,1345.1184,523.1016,0.27999999999999997,2024-11,2024
1724,2028-05-23,West,Technology,Home Office,Storage,5,1950,0.14,0.52,8385.0,4360.2,4024.8,0.48000000000000004,2028-05,2028
1725,2034-05-19,South,Office Supplies,Consumer,Desk,1,1947,0.27,0.47,1421.31,668.0156999999999,753.2943,0.53,2034-05,2034
1726,2031-07-20,North,Furniture,Consumer,Printer,2,574,0.06,0.5,1079.12,539.56,539.56,0.5,2031-07,2031
1727,2035-11-13,South,Furniture,Corporate,Storage,6,1645,0.14,0.7,8488.2,5941.74,2546.460000000001,0.3000000000000001,2035-11,2035
1728,2036-01-30,West,Furniture,Consumer,Desk,3,636,0.14,0.58,1640.8799999999999,951.7103999999998,689.1696000000001,0.42000000000000004,2036-01,2036
1729,2033-09-05,East,Technology,Corporate,Storage,4,784,0.24,0.69,2383.36,1644.5184,738.8416000000002,0.31000000000000005,2033-09,2033
1730,2024-06-07,South,Office Supplies,Corporate,Monitor,1,1860,0.25,0.61,1395.0,850.9499999999999,544.0500000000001,0.39000000000000007,2024-06,2024
1731,2029-07-21,West,Technology,Home Office,Monitor,5,1134,0.23,0.59,4365.900000000001,2575.8810000000003,1790.0190000000002,0.41,2029-07,2029
1732,2031-07-15,South,Technology,Consumer,Laptop,4,712,0.11,0.69,2534.7200000000003,1748.9568,785.7632000000003,0.3100000000000001,2031-07,2031
1733,2030-02-06,West,Technology,Consumer,Laptop,8,876,0.02,0.58,6867.84,3983.3471999999997,2884.4928000000004,0.42000000000000004,2030-02,2030
1734,2028-05-22,West,Office Supplies,Consumer,Desk,3,1450,0.1,0.69,3915.0,2701.35,1213.65,0.31,2028-05,2028
1735,2027-10-20,West,Technology,Corporate,Storage,1,694,0.2,0.48,555.2,266.49600000000004,288.704,0.52,2027-10,2027
1736,2029-04-15,East,Furniture,Consumer,Storage,5,375,0.21,0.64,1481.25,948.0,533.25,0.36,2029-04,2029
1737,2029-03-11,South,Furniture,Home Office,Printer,1,469,0.29,0.66,332.99,219.7734,113.2166,0.33999999999999997,2029-03,2029
1738,2029-04-05,North,Furniture,Home Office,Printer,5,1613,0.14,0.72,6935.9,4993.848,1942.0519999999997,0.27999999999999997,2029-04,2029
1739,2034-07-04,North,Office Supplies,Consumer,Desk,9,444,0.19,0.52,3236.76,1683.1152000000002,1553.6448,0.48,2034-07,2034
1740,2030-11-18,North,Technology,Corporate,Phone,5,1896,0.16,0.63,7963.2,5016.816,2946.384,0.37,2030-11,2030
1741,2034-05-06,North,Office Supplies,Home Office,Printer,2,467,0.05,0.58,887.3,514.6339999999999,372.66600000000005,0.4200000000000001,2034-05,2034
1742,2032-12-23,West,Technology,Home Office,Chair,2,1856,0.14,0.56,3192.32,1787.6992000000002,1404.6208,0.43999999999999995,2032-12,2032
1743,2035-02-19,South,Furniture,Corporate,Printer,9,1434,0.16,0.48,10841.039999999999,5203.699199999999,5637.3408,0.52,2035-02,2035
1744,2028-08-17,South,Technology,Home Office,Phone,5,830,0.29,0.49,2946.5,1443.785,1502.715,0.51,2028-08,2028
1745,2035-12-04,East,Technology,Corporate,Storage,8,1724,0.11,0.7,12274.880000000001,8592.416000000001,3682.464,0.3,2035-12,2035
1746,2026-06-30,South,Technology,Home Office,Laptop,4,1608,0.29,0.67,4566.719999999999,3059.7023999999997,1507.0175999999997,0.32999999999999996,2026-06,2026
1747,2030-07-29,South,Office Supplies,Corporate,Paper,2,114,0.16,0.56,191.51999999999998,107.2512,84.26879999999998,0.43999999999999995,2030-07,2030
1748,2023-10-30,South,Technology,Home Office,Paper,4,857,0.07,0.7,3188.04,2231.6279999999997,956.4120000000003,0.3000000000000001,2023-10,2023
1749,2024-09-30,East,Technology,Consumer,Laptop,4,787,0.06,0.47,2959.12,1390.7864,1568.3336,0.53,2024-09,2024
1750,2023-02-25,North,Technology,Home Office,Storage,9,103,0.04,0.64,889.92,569.5488,320.37119999999993,0.35999999999999993,2023-02,2023
1751,2036-03-14,South,Office Supplies,Home Office,Laptop,6,1969,0.14,0.71,10160.039999999999,7213.628399999999,2946.4116000000004,0.29000000000000004,2036-03,2036
1752,2024-06-09,East,Office Supplies,Consumer,Printer,6,1499,0.01,0.7,8904.06,6232.842,2671.218,0.3,2024-06,2024
1753,2035-07-06,East,Office Supplies,Consumer,Monitor,5,1492,0.13,0.56,6490.2,3634.512,2855.6879999999996,0.43999999999999995,2035-07,2035
1754,2034-04-16,West,Technology,Consumer,Laptop,6,1588,0.3,0.67,6669.599999999999,4468.632,2200.968,0.33,2034-04,2034
1755,2028-10-26,East,Furniture,Consumer,Monitor,1,632,0.2,0.58,505.6,293.248,212.35200000000003,0.42000000000000004,2028-10,2028
1756,2032-01-01,North,Furniture,Corporate,Phone,5,1843,0.23,0.7,7095.55,4966.885,2128.665,0.3,2032-01,2032
1757,2023-12-31,South,Furniture,Corporate,Monitor,6,1085,0.04,0.61,6249.599999999999,3812.2559999999994,2437.344,0.39000000000000007,2023-12,2023
1758,2035-08-27,East,Technology,Home Office,Phone,8,1260,0.14,0.68,8668.8,5894.784,2774.0159999999996,0.32,2035-08,2035
1759,2036-08-18,North,Furniture,Home Office,Printer,4,933,0.09,0.47,3396.12,1596.1763999999998,1799.9436,0.53,2036-08,2036
1760,2027-07-05,East,Furniture,Home Office,Storage,5,462,0.27,0.63,1686.3,1062.369,623.931,0.37000000000000005,2027-07,2027
1761,2025-07-07,East,Furniture,Corporate,Chair,4,1339,0.05,0.62,5088.2,3154.6839999999997,1933.516,0.38,2025-07,2025
1762,2030-08-29,East,Technology,Home Office,Printer,7,1491,0.14,0.63,8975.82,5654.7666,3321.0534,0.37,2030-08,2030
1763,2027-03-12,East,Furniture,Home Office,Laptop,6,216,0.18,0.66,1062.72,701.3952,361.3248,0.33999999999999997,2027-03,2027
1764,2032-02-28,East,Furniture,Corporate,Printer,4,1302,0.15,0.73,4426.8,3231.564,1195.2360000000003,0.2700000000000001,2032-02,2032
1765,2028-03-21,North,Technology,Home Office,Paper,6,1369,0.25,0.69,6160.5,4250.745,1909.755,0.31,2028-03,2028
1766,2031-06-14,South,Office Supplies,Corporate,Paper,4,227,0.07,0.52,844.4399999999999,439.1088,405.33119999999997,0.48,2031-06,2031
1767,2035-07-17,South,Furniture,Corporate,Phone,8,1481,0.11,0.7,10544.72,7381.303999999999,3163.416,0.30000000000000004,2035-07,2035
1768,2028-09-06,South,Office Supplies,Consumer,Printer,3,177,0.24,0.49,403.56,197.74439999999998,205.81560000000002,0.51,2028-09,2028
1769,2024-12-14,South,Furniture,Consumer,Printer,8,840,0.16,0.64,5644.8,3612.672,2032.1280000000002,0.36000000000000004,2024-12,2024
1770,2025-11-28,North,Technology,Corporate,Chair,2,1416,0.12,0.71,2492.16,1769.4335999999998,722.7264,0.29000000000000004,2025-11,2025
1771,2028-05-30,West,Office Supplies,Corporate,Phone,6,873,0.01,0.48,5185.62,2489.0976,2696.5224,0.52,2028-05,2028
1772,2026-07-20,West,Office Supplies,Consumer,Desk,8,181,0.23,0.7,1114.96,780.472,334.48800000000006,0.30000000000000004,2026-07,2026
1773,2023-05-06,North,Office Supplies,Home Office,Desk,1,441,0.29,0.69,313.10999999999996,216.04589999999996,97.0641,0.31000000000000005,2023-05,2023
1774,2035-09-07,North,Office Supplies,Home Office,Phone,6,1461,0.19,0.6,7100.46,4260.276,2840.184,0.4,2035-09,2035
1775,2032-11-05,East,Furniture,Home Office,Desk,9,918,0.26,0.54,6113.88,3301.4952000000003,2812.3848,0.45999999999999996,2032-11,2032
1776,2031-12-28,East,Furniture,Corporate,Laptop,2,677,0.16,0.57,1137.36,648.2951999999999,489.0648,0.43000000000000005,2031-12,2031
1777,2027-05-23,East,Office Supplies,Consumer,Desk,1,195,0.07,0.74,181.35,134.19899999999998,47.15100000000001,0.26000000000000006,2027-05,2027
1778,2023-03-08,South,Furniture,Home Office,Paper,2,1268,0.0,0.51,2536.0,1293.3600000000001,1242.6399999999999,0.48999999999999994,2023-03,2023
1779,2023-08-21,East,Office Supplies,Consumer,Laptop,5,676,0.2,0.62,2704.0,1676.48,1027.52,0.38,2023-08,2023
1780,2028-11-26,West,Office Supplies,Consumer,Phone,6,620,0.15,0.47,3162.0,1486.1399999999999,1675.8600000000001,0.53,2028-11,2028
1781,2026-03-15,South,Technology,Corporate,Desk,1,1520,0.23,0.52,1170.4,608.6080000000001,561.792,0.48,2026-03,2026
1782,2028-11-28,East,Office Supplies,Home Office,Desk,7,1095,0.21,0.68,6055.35,4117.638000000001,1937.7119999999995,0.3199999999999999,2028-11,2028
1783,2034-07-08,South,Furniture,Consumer,Storage,4,456,0.3,0.54,1276.8,689.472,587.328,0.46,2034-07,2034
1784,2027-02-02,West,Office Supplies,Corporate,Monitor,9,285,0.15,0.75,2180.25,1635.1875,545.0625,0.25,2027-02,2027
1785,2035-12-02,East,Technology,Corporate,Laptop,6,1793,0.13,0.6,9359.46,5615.6759999999995,3743.7839999999997,0.4,2035-12,2035
1786,2033-12-21,West,Furniture,Corporate,Laptop,9,642,0.09,0.6,5257.9800000000005,3154.788,2103.1920000000005,0.4000000000000001,2033-12,2033
1787,2029-10-08,West,Technology,Home Office,Printer,1,250,0.14,0.46,215.0,98.9,116.1,0.5399999999999999,2029-10,2029
1788,2030-04-14,West,Technology,Home Office,Chair,4,1442,0.26,0.74,4268.32,3158.5568,1109.7631999999999,0.26,2030-04,2030
1789,2030-07-02,East,Office Supplies,Corporate,Paper,2,1877,0.01,0.5,3716.46,1858.23,1858.23,0.5,2030-07,2030
1790,2027-10-28,North,Technology,Home Office,Desk,6,1791,0.29,0.61,7629.66,4654.0926,2975.5674,0.39,2027-10,2027
1791,2032-08-15,East,Technology,Home Office,Storage,4,1182,0.3,0.57,3309.6,1886.4719999999998,1423.1280000000002,0.43000000000000005,2032-08,2032
1792,2028-05-29,West,Furniture,Consumer,Chair,9,109,0.18,0.57,804.4200000000001,458.5194,345.90060000000005,0.43000000000000005,2028-05,2028
1793,2029-06-20,East,Technology,Corporate,Monitor,3,956,0.1,0.64,2581.2000000000003,1651.9680000000003,929.232,0.35999999999999993,2029-06,2029
1794,2025-05-26,West,Office Supplies,Corporate,Monitor,1,1247,0.07,0.65,1159.7099999999998,753.8114999999999,405.8984999999999,0.35,2025-05,2025
1795,2033-06-09,North,Office Supplies,Home Office,Paper,1,455,0.08,0.5,418.6,209.3,209.3,0.5,2033-06,2033
1796,2032-06-10,South,Office Supplies,Corporate,Storage,9,1469,0.02,0.6,12956.58,7773.947999999999,5182.6320000000005,0.4,2032-06,2032
1797,2026-08-05,North,Technology,Corporate,Chair,9,893,0.14,0.69,6911.82,4769.1557999999995,2142.6642,0.31000000000000005,2026-08,2026
1798,2026-12-31,North,Furniture,Corporate,Paper,5,336,0.02,0.58,1646.3999999999999,954.9119999999998,691.488,0.4200000000000001,2026-12,2026
1799,2030-06-02,South,Office Supplies,Home Office,Paper,2,432,0.22,0.5,673.9200000000001,336.96000000000004,336.96000000000004,0.5,2030-06,2030
1800,2029-05-13,East,Technology,Home Office,Paper,9,116,0.11,0.54,929.16,501.7464,427.4136,0.45999999999999996,2029-05,2029
1801,2027-09-30,South,Office Supplies,Home Office,Paper,8,1547,0.06,0.51,11633.439999999999,5933.054399999999,5700.3856,0.49000000000000005,2027-09,2027
1802,2027-05-25,East,Office Supplies,Consumer,Desk,6,423,0.16,0.49,2131.92,1044.6408000000001,1087.2792,0.51,2027-05,2027
1803,2030-01-07,East,Furniture,Corporate,Monitor,7,122,0.29,0.56,606.3399999999999,339.55039999999997,266.78959999999995,0.44,2030-01,2030
1804,2032-05-14,West,Office Supplies,Consumer,Paper,6,1030,0.21,0.61,4882.2,2978.142,1904.058,0.39,2032-05,2032
1805,2032-08-18,West,Furniture,Home Office,Storage,5,558,0.15,0.47,2371.5,1114.605,1256.895,0.53,2032-08,2032
1806,2029-07-25,South,Technology,Consumer,Laptop,4,1583,0.23,0.63,4875.64,3071.6532,1803.9868000000001,0.37,2029-07,2029
1807,2033-03-24,North,Office Supplies,Corporate,Printer,7,620,0.22,0.75,3385.2000000000003,2538.9,846.3000000000002,0.25000000000000006,2033-03,2033
1808,2030-11-10,South,Technology,Corporate,Storage,4,818,0.27,0.74,2388.56,1767.5344,621.0255999999999,0.25999999999999995,2030-11,2030
1809,2026-03-06,East,Technology,Home Office,Phone,9,656,0.06,0.7,5549.759999999999,3884.8319999999994,1664.9279999999999,0.3,2026-03,2026
1810,2036-04-16,West,Technology,Home Office,Monitor,5,1544,0.26,0.53,5712.8,3027.784,2685.016,0.47,2036-04,2036
1811,2023-08-31,South,Office Supplies,Consumer,Paper,8,502,0.09,0.46,3654.56,1681.0976,1973.4624,0.5399999999999999,2023-08,2023
1812,2030-02-03,South,Furniture,Home Office,Monitor,6,1454,0.28,0.7,6281.28,4396.896,1884.384,0.3,2030-02,2030
1813,2025-11-29,West,Office Supplies,Consumer,Paper,4,556,0.08,0.47,2046.0800000000002,961.6576,1084.4224000000002,0.53,2025-11,2025
1814,2034-11-03,West,Technology,Corporate,Desk,3,1606,0.28,0.51,3468.96,1769.1696,1699.7904,0.49000000000000005,2034-11,2034
1815,2030-02-08,West,Furniture,Corporate,Desk,6,1621,0.29,0.61,6905.46,4212.3306,2693.1294,0.38999999999999996,2030-02,2030
1816,2025-07-08,East,Technology,Corporate,Phone,1,1150,0.04,0.5,1104.0,552.0,552.0,0.5,2025-07,2025
1817,2023-01-06,West,Furniture,Corporate,Monitor,2,496,0.29,0.7,704.3199999999999,493.02399999999994,211.296,0.3,2023-01,2023
1818,2024-04-12,North,Office Supplies,Corporate,Paper,7,1311,0.03,0.68,8901.69,6053.149200000001,2848.5407999999998,0.31999999999999995,2024-04,2024
1819,2034-06-02,South,Furniture,Consumer,Chair,4,239,0.07,0.68,889.0799999999999,604.5744,284.50559999999996,0.32,2034-06,2034
1820,2023-01-04,West,Office Supplies,Corporate,Printer,5,620,0.13,0.69,2697.0,1860.9299999999998,836.0700000000002,0.31000000000000005,2023-01,2023
1821,2024-10-07,West,Technology,Consumer,Chair,1,845,0.3,0.52,591.5,307.58,283.92,0.48000000000000004,2024-10,2024
1822,2023-04-28,East,Furniture,Corporate,Phone,2,191,0.15,0.67,324.7,217.549,107.15099999999998,0.32999999999999996,2023-04,2023
1823,2031-01-07,East,Technology,Consumer,Phone,4,176,0.17,0.56,584.3199999999999,327.2192,257.10079999999994,0.43999999999999995,2031-01,2031
1824,2029-12-26,South,Furniture,Consumer,Printer,8,951,0.21,0.65,6010.320000000001,3906.7080000000005,2103.612,0.35,2029-12,2029
1825,2034-09-29,North,Office Supplies,Consumer,Phone,4,1367,0.29,0.49,3882.2799999999997,1902.3171999999997,1979.9628,0.51,2034-09,2034
1826,2025-04-26,South,Furniture,Home Office,Phone,3,944,0.24,0.66,2152.32,1420.5312000000001,731.7888,0.33999999999999997,2025-04,2025
1827,2030-07-25,West,Furniture,Consumer,Monitor,3,766,0.07,0.74,2137.14,1581.4835999999998,555.6564000000001,0.26000000000000006,2030-07,2030
1828,2026-02-15,North,Office Supplies,Consumer,Storage,5,1853,0.09,0.46,8431.15,3878.329,4552.821,0.54,2026-02,2026
