Month,Region,Category,Segment,Sales,Profit,Quantity,Orders
2026-05,West,Technology,Home Office,12113.46,3694.4262,10,2
2026-06,East,Furniture,Consumer,9189.6,3452.1312000000003,7,2
2026-06,East,Office Supplies,Consumer,5501.879999999999,2805.9587999999994,6,1
2026-06,East,Office Supplies,Home Office,991.8000000000001,515.7360000000001,2,1
2026-06,East,Technology,Corporate,9142.1,4731.7846,11,3
2026-06,East,Technology,Home Office,1335.1000000000001,347.1260000000001,1,1
2026-06,North,Furniture,Corporate,3048.76,1676.818,2,1
2026-06,North,Office Supplies,Consumer,833.0,424.83,7,1
2026-06,North,Office Supplies,Corporate,10687.6,5023.172,8,1
2026-06,North,Technology,Consumer,3013.2,783.4319999999998,8,1
2026-06,North,Technology,Home Office,8150.22,3749.1012,6,1
2026-06,South,Furniture,Consumer,3705.6,926.4000000000001,2,1
2026-06,South,Furniture,Corporate,1279.68,345.5136,1,1
2026-06,South,Furniture,Home Office,12417.119999999999,4578.5248,12,2
2026-06,South,Office Supplies,Consumer,21894.91,6886.5589,18,3
2026-06,South,Office Supplies,Corporate,6597.5,2573.025,5,1
2026-06,South,Technology,Consumer,832.59,382.9914,3,1
2026-06,South,Technology,Corporate,24267.3,11775.8574,15,2
2026-06,South,Technology,Home Office,20304.12,7235.8758,20,4
2026-06,West,Furniture,Corporate,3686.0,1806.1399999999999,5,1
2026-06,West,Furniture,Home Office,5786.0,2603.7,5,1
2026-06,West,Office Supplies,Corporate,3241.8599999999997,1311.583,10,2
2026-06,West,Technology,Consumer,13500.0,6345.0,9,1
2026-06,West,Technology,Corporate,6783.0,2034.9000000000005,4,1
2026-06,West,Technology,Home Office,13540.41,6277.896,20,3
2026-07,East,Furniture,Consumer,3839.22,1420.5113999999999,2,1
2026-07,East,Furniture,Home Office,505.05,156.56550000000004,1,1
2026-07,East,Office Supplies,Corporate,10541.26,4726.578,25,3
2026-07,East,Technology,Consumer,6621.12,2449.8144,6,1
2026-07,East,Technology,Corporate,14079.65,5660.6075,10,2
2026-07,East,Technology,Home Office,2509.92,953.7696000000001,6,1
2026-07,North,Furniture,Consumer,1789.92,805.4639999999999,6,1
2026-07,North,Furniture,Corporate,867.24,260.172,2,1
2026-07,North,Office Supplies,Consumer,3164.79,1677.3387,3,1
2026-07,North,Office Supplies,Corporate,6900.6,2329.9331999999995,9,2
2026-07,North,Technology,Consumer,4288.71,1762.3179000000002,9,2
2026-07,North,Technology,Corporate,455.0,145.59999999999997,2,1
2026-07,North,Technology,Home Office,5688.0,3128.4,8,1
2026-07,South,Furniture,Corporate,5075.450000000001,2513.0185,11,2
2026-07,South,Office Supplies,Consumer,4830.56,2560.1968,7,1
2026-07,South,Office Supplies,Corporate,2030.3999999999999,1035.504,9,1
2026-07,South,Office Supplies,Home Office,24653.14,11074.133399999999,21,3
2026-07,South,Technology,Consumer,4577.45,1281.6860000000001,5,1
2026-07,West,Furniture,Corporate,1858.1399999999999,464.53499999999985,9,1
2026-07,West,Furniture,Home Office,6309.9,3028.7519999999995,9,1
2026-07,West,Office Supplies,Consumer,1114.96,334.48800000000006,8,1
2026-07,West,Office Supplies,Corporate,5913.32,2542.7276,7,1
2026-07,West,Office Supplies,Home Office,879.2700000000001,430.8423,3,1
2026-07,West,Technology,Consumer,2757.0,771.96,3,1
2026-07,West,Technology,Corporate,1442.1,591.261,3,1
2026-07,West,Technology,Home Office,4774.860000000001,1336.9608000000003,9,1
2026-08,East,Furniture,Corporate,6777.54,2033.2620000000006,9,1
2026-08,East,Office Supplies,Home Office,4273.86,1868.2926,4,2
2026-08,East,Technology,Consumer,5320.160000000001,2287.6688000000004,4,1
2026-08,East,Technology,Home Office,8426.279999999999,3370.5119999999997,6,1
2026-08,North,Furniture,Home Office,3903.2,1990.6319999999998,4,1
2026-08,North,Office Supplies,Consumer,1068.57,470.1707999999999,1,1
2026-08,North,Office Supplies,Corporate,8018.64,3047.0832,7,1
2026-08,North,Technology,Consumer,5738.04,2237.8356,6,1
2026-08,North,Technology,Corporate,7182.719999999999,2218.5162,10,2
2026-08,North,Technology,Home Office,9427.32,2526.2495999999996,16,2
2026-08,South,Furniture,Consumer,14024.91,7001.0256,17,2
2026-08,South,Furniture,Corporate,1140.48,421.97760000000005,4,1
2026-08,South,Furniture,Home Office,565.29,276.9921,1,1
2026-08,South,Office Supplies,Consumer,1911.36,496.95360000000005,2,1
2026-08,South,Office Supplies,Corporate,10789.279999999999,3658.9855999999995,9,2
2026-08,South,Technology,Corporate,17994.510000000002,5238.675000000001,15,2
2026-08,West,Furniture,Corporate,15168.52,4954.6108,15,2
2026-08,West,Office Supplies,Home Office,17332.14,6875.782200000001,34,5
2026-09,East,Furniture,Home Office,7493.759999999999,2323.0656,8,1
2026-09,East,Technology,Consumer,8916.74,2839.6536000000006,9,2
2026-09,East,Technology,Home Office,4609.8,1955.9519999999998,18,2
2026-09,North,Furniture,Consumer,9644.04,2411.01,7,1
2026-09,North,Furniture,Home Office,1190.16,630.7848,2,1
2026-09,North,Office Supplies,Consumer,706.3199999999999,353.15999999999997,9,1
2026-09,North,Office Supplies,Home Office,4597.95,1287.426,5,1
2026-09,North,Technology,Corporate,28250.519999999997,10795.516800000001,21,4
2026-09,North,Technology,Home Office,2477.5499999999997,941.4689999999998,3,1
2026-09,South,Furniture,Consumer,6644.88,2126.3615999999993,8,1
2026-09,South,Furniture,Corporate,1662.57,698.2794,7,1
2026-09,South,Furniture,Home Office,2002.1999999999998,1041.1439999999998,2,1
2026-09,South,Office Supplies,Consumer,12612.6,4288.284,7,1
2026-09,South,Office Supplies,Home Office,2456.02,1222.9392,6,2
2026-09,South,Technology,Consumer,898.56,341.4528,8,1
2026-09,South,Technology,Corporate,1866.24,746.4960000000001,8,1
2026-09,West,Furniture,Consumer,7218.6900000000005,2494.9959,8,3
2026-09,West,Furniture,Corporate,3385.6000000000004,1692.8000000000002,8,1
2026-09,West,Office Supplies,Consumer,7349.789999999999,3013.4138999999996,7,1
2026-09,West,Technology,Consumer,3229.52,1291.808,8,1
2026-09,West,Technology,Home Office,4336.56,2298.3768,9,1
2026-10,East,Furniture,Corporate,3202.08,1216.7904,2,1
2026-10,East,Furniture,Home Office,3302.79,1354.1439,3,1
2026-10,East,Office Supplies,Home Office,1033.34,413.336,1,1
2026-10,East,Technology,Consumer,16700.55,7238.299800000001,19,3
2026-10,East,Technology,Corporate,22798.0,11232.072,15,2
2026-10,North,Furniture,Home Office,8658.56,4156.1088,8,1
2026-10,North,Office Supplies,Corporate,528.0,190.07999999999998,4,1
2026-10,North,Technology,Corporate,18901.2,8341.851999999999,20,3
2026-10,North,Technology,Home Office,2422.14,1235.2914,2,1
2026-10,South,Furniture,Consumer,1504.8,511.63199999999995,1,1
2026-10,South,Furniture,Corporate,2979.9,864.1710000000003,2,1
2026-10,South,Office Supplies,Consumer,2814.2400000000002,1378.9776000000002,3,1
2026-10,South,Office Supplies,Corporate,8245.0,3462.9000000000005,5,1
2026-10,South,Office Supplies,Home Office,6193.639999999999,2889.6888,7,2
2026-10,South,Technology,Consumer,766.08,398.3616,9,1
2026-10,West,Office Supplies,Corporate,2398.3799999999997,1079.2709999999997,3,1
2026-10,West,Office Supplies,Home Office,11384.619999999999,3575.8629999999994,8,2
2026-10,West,Technology,Consumer,7221.88,2527.408,8,3
2026-10,West,Technology,Home Office,667.4399999999999,327.0456,3,1
2026-11,East,Furniture,Consumer,1514.04,469.3524,2,1
2026-11,East,Office Supplies,Corporate,1586.56,523.5647999999999,8,1
2026-11,East,Office Supplies,Home Office,4809.12,2548.8336,3,1
2026-11,East,Technology,Home Office,14971.05,7485.525,9,1
2026-11,North,Office Supplies,Consumer,5803.639999999999,2632.932,21,3
2026-11,North,Technology,Consumer,3346.3999999999996,1137.7759999999998,4,1
2026-11,South,Furniture,Corporate,839.02,226.53539999999998,1,1
2026-11,South,Furniture,Home Office,3501.2999999999997,1765.9638,4,2
2026-11,South,Technology,Consumer,2937.52,1586.2608,4,1
2026-11,West,Technology,Corporate,9996.0,3898.4400000000005,6,1
2026-11,West,Technology,Home Office,5328.9,1332.225,3,1
2026-12,East,Furniture,Home Office,1301.25,364.35,1,1
2026-12,East,Office Supplies,Consumer,21587.75,7211.726999999999,13,2
2026-12,East,Office Supplies,Home Office,6447.0599999999995,2661.4332000000004,10,2
2026-12,East,Technology,Consumer,514.8,272.844,2,1
2026-12,East,Technology,Home Office,1197.0,395.01,2,1
2026-12,North,Furniture,Corporate,1646.3999999999999,691.488,5,1
2026-12,North,Office Supplies,Consumer,17214.12,8434.9188,9,1
2026-12,North,Office Supplies,Corporate,6470.2,1746.9539999999997,4,1
2026-12,North,Technology,Home Office,17528.9,6820.4752,26,4
2026-12,South,Furniture,Consumer,4692.16,2205.3152,8,1
2026-12,South,Furniture,Home Office,12458.369999999999,4252.5237,10,3
2026-12,South,Office Supplies,Home Office,8737.81,2703.076400000001,9,2
2026-12,South,Technology,Home Office,4315.2,1121.9519999999998,4,1
2026-12,West,Furniture,Corporate,1337.6000000000001,588.544,8,1
2026-12,West,Furniture,Home Office,11974.8,4191.179999999999,8,1
2026-12,West,Office Supplies,Corporate,7851.33,3125.7333,10,2
2026-12,West,Office Supplies,Home Office,6600.8,1848.2240000000002,8,1
2026-12,West,Technology,Home Office,3243.24,1427.0255999999997,7,1
2027-01,East,Furniture,Home Office,2202.5600000000004,1024.7776000000001,4,2
2027-01,East,Office Supplies,Home Office,4942.08,2174.5152,9,1
2027-01,East,Technology,Home Office,4957.68,1636.0344,3,1
2027-01,North,Furniture,Consumer,5889.98,1672.8952000000002,13,3
2027-01,North,Furniture,Corporate,11848.2,4265.352,7,1
2027-01,South,Furniture,Consumer,8311.68,3823.3728,8,1
2027-01,South,Furniture,Corporate,15306.24,4897.996799999999,8,1
2027-01,South,Office Supplies,Consumer,858.4499999999999,300.4575,1,1
2027-01,South,Office Supplies,Corporate,2432.64,875.7503999999999,2,1
2027-01,South,Office Supplies,Home Office,2772.4,1071.4120000000003,7,2
2027-01,South,Technology,Consumer,6052.96,2422.252,13,3
2027-01,South,Technology,Corporate,1712.1299999999999,616.3668,1,1
2027-01,South,Technology,Home Office,6143.85,3111.129,10,2
2027-01,West,Furniture,Corporate,14917.76,4119.7376,16,2
2027-01,West,Technology,Consumer,6177.0599999999995,2717.9063999999994,9,1
2027-02,East,Furniture,Home Office,1992.32,836.7744,2,1
2027-02,East,Office Supplies,Consumer,1548.16,557.3376,8,1
2027-02,East,Technology,Consumer,774.56,216.8768,1,1
2027-02,North,Furniture,Corporate,5882.400000000001,1470.6000000000004,8,1
2027-02,North,Office Supplies,Corporate,1339.8,602.91,5,1
2027-02,North,Office Supplies,Home Office,1890.0,982.8000000000001,5,1
2027-02,North,Technology,Consumer,14553.83,5281.0787,13,3
2027-02,North,Technology,Corporate,3455.1,1312.938,5,1
2027-02,South,Furniture,Consumer,8941.76,4370.6672,8,2
2027-02,South,Furniture,Corporate,441.09,163.2033,1,1
2027-02,South,Furniture,Home Office,3359.08,1545.1768,4,1
2027-02,South,Office Supplies,Home Office,3665.2,1795.9479999999999,5,1
2027-02,South,Technology,Consumer,13598.31,6021.954900000001,11,3
2027-02,West,Furniture,Corporate,2231.7,751.4459999999999,11,2
2027-02,West,Furniture,Home Office,2573.04,1157.868,8,1
2027-02,West,Office Supplies,Consumer,1528.2,641.844,2,1
2027-02,West,Office Supplies,Corporate,2180.25,545.0625,9,1
2027-02,West,Technology,Corporate,9035.82,3343.2533999999996,6,1
2027-03,East,Furniture,Home Office,1062.72,361.3248,6,1
2027-03,East,Office Supplies,Consumer,17632.89,9345.431700000001,9,1
2027-03,East,Office Supplies,Corporate,1169.6,397.664,8,1
2027-03,East,Office Supplies,Home Office,7387.0,2216.1000000000004,5,1
2027-03,East,Technology,Consumer,2722.79,1470.3066,7,1
2027-03,North,Furniture,Corporate,1665.6299999999999,466.3764000000001,9,1
2027-03,North,Office Supplies,Corporate,5759.64,2510.6256,7,2
2027-03,North,Technology,Consumer,7001.5,3360.7200000000003,13,2
2027-03,North,Technology,Corporate,10992.41,5590.7016,8,2
2027-03,South,Furniture,Consumer,2652.26,1227.888,5,2
2027-03,South,Furniture,Corporate,2511.8199999999997,1011.5475999999999,5,2
2027-03,South,Furniture,Home Office,8151.200000000001,2200.8240000000005,5,1
2027-03,South,Office Supplies,Corporate,1992.48,876.6912,2,1
2027-03,South,Technology,Consumer,9052.68,3892.652400000001,6,1
2027-03,South,Technology,Corporate,515.4599999999999,134.01959999999997,6,1
2027-03,South,Technology,Home Office,6519.66,3194.6333999999997,7,1
2027-03,West,Furniture,Consumer,3613.46,1854.4776000000002,13,2
2027-03,West,Furniture,Corporate,1212.6799999999998,594.2131999999999,1,1
2027-03,West,Office Supplies,Corporate,6025.44,2837.5152,8,2
2027-03,West,Office Supplies,Home Office,10152.8,5380.9839999999995,7,1
2027-03,West,Technology,Consumer,17495.49,6473.3313,14,2
2027-03,West,Technology,Home Office,4706.73,2400.4323,7,1
2027-04,East,Furniture,Consumer,11124.489999999998,3653.6191,13,2
2027-04,East,Furniture,Corporate,2863.75,859.1250000000002,5,1
2027-04,East,Furniture,Home Office,7929.6,4361.280000000001,6,1
2027-04,East,Technology,Consumer,7609.57,2706.5024999999996,13,3
2027-04,East,Technology,Home Office,5470.88,2529.8751999999995,16,2
2027-04,North,Furniture,Home Office,9567.64,2774.6156,10,2
2027-04,North,Office Supplies,Corporate,11735.4,5280.929999999999,11,2
2027-04,North,Office Supplies,Home Office,22329.59,6927.607400000001,16,4
2027-04,North,Technology,Home Office,2297.1,1171.521,2,1
2027-04,South,Office Supplies,Consumer,7031.500000000001,3797.01,5,1
2027-04,South,Office Supplies,Corporate,2567.88,1360.9764000000002,3,1
2027-04,South,Technology,Consumer,2814.22,1068.8904,5,2
2027-04,South,Technology,Corporate,6977.5199999999995,2256.8759999999997,8,2
2027-04,South,Technology,Home Office,1364.6,418.55320000000006,10,3
2027-04,West,Furniture,Corporate,3820.62,2063.1348,3,1
2027-04,West,Furniture,Home Office,7038.85,3800.9790000000003,5,1
2027-04,West,Office Supplies,Corporate,8342.0,4171.0,5,1
2027-04,West,Technology,Consumer,9216.9,2857.2390000000005,5,1
2027-04,West,Technology,Corporate,8836.66,3269.5642,7,1
2027-05,East,Office Supplies,Consumer,2313.27,1134.4302,7,2
2027-05,East,Office Supplies,Corporate,3506.22,1542.7367999999997,3,1
2027-05,East,Office Supplies,Home Office,9900.32,2772.0896000000002,8,1
2027-05,East,Technology,Consumer,10213.49,4863.0008,9,2
2027-05,East,Technology,Corporate,1084.16,401.1392000000001,2,1
2027-05,East,Technology,Home Office,2061.92,1010.3408,4,1
2027-05,North,Furniture,Consumer,227.24,106.8028,1,1
2027-05,North,Furniture,Corporate,2253.02,878.6777999999999,2,1
2027-05,North,Office Supplies,Consumer,5945.849999999999,1962.1304999999998,5,1
2027-05,North,Technology,Consumer,10795.43,4175.7177,15,3
2027-05,North,Technology,Corporate,2129.4,1000.818,5,1
2027-05,South,Furniture,Consumer,2032.8,772.4639999999999,8,1
2027-05,South,Office Supplies,Consumer,2214.64,628.0192000000001,4,2
2027-05,South,Office Supplies,Corporate,8370.48,3779.2956,12,2
2027-05,South,Office Supplies,Home Office,5283.74,2074.2791999999995,6,2
2027-05,West,Furniture,Consumer,195.84,70.5024,1,1
2027-05,West,Furniture,Home Office,10527.599999999999,3368.8319999999994,8,1
2027-05,West,Office Supplies,Home Office,10547.14,2828.5573999999997,10,2
2027-05,West,Technology,Consumer,1482.8999999999999,698.7089999999998,6,2
2027-05,West,Technology,Corporate,11747.12,5521.1464,7,1
2027-06,East,Furniture,Corporate,9631.44,3948.8904,9,1
2027-06,East,Furniture,Home Office,9178.68,4497.5532,6,1
2027-06,East,Office Supplies,Consumer,5292.629999999999,1323.1574999999998,7,1
2027-06,East,Office Supplies,Corporate,10564.92,3055.482,9,2
2027-06,East,Technology,Consumer,2916.16,997.9183999999998,4,2
2027-06,East,Technology,Corporate,5670.0,1984.5,6,1
2027-06,East,Technology,Home Office,2201.7000000000003,710.6940000000002,5,2
2027-06,North,Furniture,Consumer,5059.6,1821.4560000000001,4,1
2027-06,North,Office Supplies,Consumer,9248.4,3030.372,18,2
2027-06,North,Office Supplies,Corporate,1816.2,726.48,2,1
2027-06,North,Technology,Consumer,970.92,271.85760000000005,4,1
2027-06,North,Technology,Corporate,4376.34,1400.4287999999997,3,1
2027-06,North,Technology,Home Office,5189.86,2580.4757999999997,7,3
2027-06,South,Furniture,Home Office,2368.7200000000003,1174.3432,5,2
2027-06,South,Office Supplies,Corporate,15498.099999999999,5668.6916,21,3
2027-06,South,Office Supplies,Home Office,13294.0,4519.959999999999,8,1
2027-06,South,Technology,Consumer,2630.88,999.7344,3,1
2027-06,South,Technology,Corporate,3454.32,1001.7528000000002,4,1
2027-06,West,Furniture,Consumer,3976.1699999999996,1312.5825,8,3
2027-06,West,Furniture,Home Office,1465.04,419.03520000000003,6,2
2027-06,West,Office Supplies,Consumer,5948.639999999999,2022.5375999999997,6,1
2027-06,West,Office Supplies,Corporate,21792.18,8404.1352,18,3
2027-06,West,Office Supplies,Home Office,4504.5,2072.0699999999997,7,1
2027-07,East,Furniture,Corporate,14746.72,4571.483200000001,8,1
2027-07,East,Furniture,Home Office,2754.85,1115.464,6,2
2027-07,East,Technology,Consumer,7798.200000000001,3041.2980000000007,6,1
2027-07,North,Furniture,Consumer,8513.82,2469.0078000000003,6,1
2027-07,North,Furniture,Corporate,4653.0,2186.91,3,1
2027-07,North,Office Supplies,Consumer,11316.619999999999,4324.780599999999,13,2
2027-07,North,Technology,Consumer,3261.64,1630.82,4,1
2027-07,North,Technology,Corporate,23234.28,7555.216800000001,18,3
2027-07,South,Furniture,Corporate,9321.96,3254.9088000000006,10,2
2027-07,South,Office Supplies,Home Office,2509.7999999999997,1154.5079999999998,2,1
2027-07,West,Furniture,Home Office,11499.84,6324.912,6,1
2027-07,West,Office Supplies,Consumer,2411.08,1012.6536000000001,4,1
2027-07,West,Technology,Consumer,573.8,292.638,5,1
2027-07,West,Technology,Home Office,6100.95,2928.4559999999997,5,1
2027-08,East,Furniture,Home Office,146.26,43.878,2,1
2027-08,East,Office Supplies,Consumer,6851.52,3220.2144,9,1
2027-08,East,Office Supplies,Corporate,14152.23,5156.3925,11,2
2027-08,East,Technology,Home Office,1077.1200000000001,570.8736000000001,1,1
2027-08,North,Furniture,Consumer,1571.1200000000001,424.2024000000001,4,1
2027-08,North,Furniture,Home Office,6002.56,2869.3312000000005,7,2
2027-08,North,Office Supplies,Consumer,2532.32,1114.2207999999998,4,1
2027-08,North,Technology,Consumer,16760.35,7875.2822,13,3
2027-08,North,Technology,Corporate,1185.48,414.918,9,1
2027-08,North,Technology,Home Office,8101.2,2673.3959999999997,6,1
2027-08,South,Furniture,Consumer,13952.67,5404.587,19,3
2027-08,South,Furniture,Corporate,7140.96,3499.0704,6,1
2027-08,South,Furniture,Home Office,5754.44,2402.5944,6,2
2027-08,South,Office Supplies,Consumer,25540.909999999996,11442.494799999999,16,3
2027-08,South,Office Supplies,Corporate,2228.88,757.8191999999999,3,1
2027-08,South,Technology,Consumer,7744.8,3694.3904,10,2
2027-08,West,Furniture,Consumer,589.0,306.28000000000003,4,1
2027-08,West,Furniture,Home Office,1902.09,683.943,7,2
2027-08,West,Office Supplies,Corporate,28023.72,9259.7556,18,3
2027-08,West,Office Supplies,Home Office,339.12,169.56,1,1
2027-08,West,Technology,Consumer,18226.399999999998,7487.396799999999,14,3
2027-08,West,Technology,Corporate,11420.0,3552.4288,12,2
2027-09,East,Furniture,Consumer,8659.84,2496.7152,11,2
2027-09,East,Furniture,Corporate,1736.28,607.6979999999999,7,1
2027-09,East,Office Supplies,Corporate,3042.83,1383.7999,11,2
2027-09,East,Technology,Consumer,5759.16,1933.8791999999999,8,2
2027-09,East,Technology,Home Office,10540.4,4145.96,10,2
2027-09,North,Furniture,Consumer,8239.1,2306.9480000000003,5,1
2027-09,North,Furniture,Corporate,18921.28,7982.8992,20,3
2027-09,North,Office Supplies,Home Office,1263.68,644.4768,1,1
2027-09,North,Technology,Consumer,832.1999999999999,316.236,3,1
2027-09,South,Furniture,Consumer,2016.66,645.3311999999999,2,1
2027-09,South,Furniture,Corporate,12744.68,6229.2732,13,2
2027-09,South,Furniture,Home Office,7032.9,3375.792,6,1
2027-09,South,Office Supplies,Consumer,5072.2699999999995,1944.5307,14,2
2027-09,South,Office Supplies,Corporate,1940.4299999999998,814.9806000000001,3,1
2027-09,South,Office Supplies,Home Office,18078.239999999998,8084.9616,16,2
2027-09,South,Technology,Corporate,2854.2,799.1759999999999,6,1
2027-09,South,Technology,Home Office,2614.6800000000003,888.9911999999999,4,1
2027-09,West,Furniture,Home Office,8310.88,2633.4288,12,2
2027-09,West,Office Supplies,Consumer,3726.0,1905.876,4,2
2027-09,West,Office Supplies,Home Office,4051.98,1133.5104000000001,4,2
2027-10,East,Furniture,Corporate,20643.63,7789.236,15,2
2027-10,East,Furniture,Home Office,6328.25,2025.04,5,1
2027-10,East,Office Supplies,Home Office,905.58,298.8414,9,1
2027-10,East,Technology,Home Office,918.08,449.8592,1,1
2027-10,North,Furniture,Corporate,6985.44,2235.3408,7,1
2027-10,North,Office Supplies,Home Office,4437.5599999999995,2210.3902,8,2
2027-10,North,Technology,Consumer,4055.04,1622.016,4,1
2027-10,North,Technology,Corporate,3099.6,1208.844,4,1
2027-10,North,Technology,Home Office,8421.66,3252.7673999999997,8,2
2027-10,South,Furniture,Consumer,18802.64,5653.928800000001,24,3
2027-10,South,Furniture,Corporate,6796.2,3126.2519999999995,5,1
2027-10,South,Office Supplies,Home Office,5003.46,1300.8996000000002,7,1
2027-10,South,Technology,Home Office,1821.56,783.5516,4,2
2027-10,West,Furniture,Consumer,2206.62,1103.31,3,1
2027-10,West,Furniture,Home Office,21549.72,9441.031200000001,17,3
2027-10,West,Office Supplies,Consumer,6183.38,1894.1639999999998,11,3
2027-10,West,Technology,Corporate,555.2,288.704,1,1
2027-11,East,Furniture,Consumer,6491.07,2142.0531,9,1
2027-11,East,Office Supplies,Home Office,1934.96,948.1304,2,1
2027-11,North,Furniture,Corporate,6714.469999999999,1947.1962999999996,7,1
2027-11,North,Furniture,Home Office,9516.779999999999,3997.0476,7,1
2027-11,North,Office Supplies,Consumer,960.9599999999999,297.8976,1,1
2027-11,North,Office Supplies,Corporate,3705.0,1889.55,2,1
2027-11,North,Office Supplies,Home Office,14440.0,7075.599999999999,8,1
2027-11,North,Technology,Consumer,7031.0,2460.8499999999995,4,1
2027-11,North,Technology,Corporate,860.6999999999999,447.56399999999996,6,1
2027-11,South,Furniture,Corporate,5977.51,3048.5301,7,1
2027-11,South,Furniture,Home Office,18033.84,6168.279599999999,15,2
2027-11,South,Office Supplies,Consumer,2242.92,963.9594,3,2
2027-11,South,Office Supplies,Home Office,5425.04,2078.8055999999997,5,2
2027-11,West,Furniture,Home Office,1196.24,442.6088,1,1
2027-11,West,Office Supplies,Corporate,3508.38,1087.5978,9,1
2027-11,West,Technology,Home Office,21916.06,8371.2964,14,3
2027-12,East,Furniture,Consumer,2766.6800000000003,1149.2068,9,2
2027-12,East,Furniture,Corporate,8526.06,2971.8900000000003,12,2
2027-12,East,Furniture,Home Office,1534.08,705.6768,1,1
2027-12,East,Office Supplies,Consumer,10080.0,5443.2,8,1
2027-12,East,Office Supplies,Corporate,10982.019999999999,3733.8867999999993,7,1
2027-12,East,Office Supplies,Home Office,14938.859999999999,6352.6896,13,2
2027-12,East,Technology,Consumer,2074.66,1099.5698,7,1
2027-12,North,Furniture,Corporate,8132.04,3334.1364000000003,7,1
2027-12,North,Office Supplies,Consumer,2440.35,829.7189999999998,5,1
2027-12,North,Office Supplies,Corporate,3078.7799999999997,1600.9656,3,1
2027-12,North,Office Supplies,Home Office,7380.77,2708.4700000000003,16,3
2027-12,North,Technology,Consumer,9126.34,3137.4023999999995,11,2
2027-12,North,Technology,Corporate,3837.6,997.7759999999998,5,1
2027-12,South,Furniture,Consumer,9925.64,3836.2887999999994,13,3
2027-12,South,Office Supplies,Home Office,2134.8599999999997,1046.0814,4,2
2027-12,South,Technology,Consumer,489.02,268.961,1,1
2027-12,South,Technology,Corporate,10973.34,5869.4698,10,2
2027-12,South,Technology,Home Office,7343.28,3965.3711999999996,4,1
2027-12,West,Furniture,Home Office,3968.6400000000003,1984.3200000000002,4,1
2027-12,West,Office Supplies,Corporate,7256.25,2757.375,9,1
2027-12,West,Office Supplies,Home Office,11047.14,3994.7526,8,2
2027-12,West,Technology,Consumer,12537.0,6393.87,9,1
2027-12,West,Technology,Home Office,3571.0600000000004,1187.9172,10,3
2028-01,East,Furniture,Consumer,7827.9,3365.9970000000003,6,1
2028-01,East,Furniture,Corporate,1440.0,647.9999999999999,4,1
2028-01,East,Office Supplies,Consumer,3656.8,1206.7439999999997,7,1
2028-01,East,Office Supplies,Corporate,9646.56,2604.5712000000003,9,1
2028-01,East,Office Supplies,Home Office,12487.2,4557.4496,15,2
2028-01,North,Furniture,Corporate,16388.64,4655.531999999999,10,2
2028-01,North,Furniture,Home Office,5211.6,1953.9899999999998,4,2
2028-01,North,Office Supplies,Home Office,12531.470000000001,4060.4253999999996,20,4
2028-01,North,Technology,Home Office,29143.86,10412.8952,29,4
2028-01,South,Furniture,Consumer,17935.77,5366.7714,20,3
2028-01,South,Furniture,Corporate,6993.36,2727.4103999999998,4,1
2028-01,South,Office Supplies,Consumer,30940.369999999995,15468.148699999998,26,3
2028-01,South,Office Supplies,Corporate,2174.08,673.9648000000002,2,1
2028-01,South,Technology,Consumer,5334.98,2754.514,9,2
2028-01,South,Technology,Corporate,14157.090000000002,4435.677900000001,15,3
2028-01,South,Technology,Home Office,16399.68,7010.582399999998,14,2
2028-01,West,Furniture,Corporate,5997.599999999999,2399.04,5,1
2028-01,West,Office Supplies,Consumer,2384.2799999999997,1001.3976,6,1
2028-01,West,Office Supplies,Home Office,505.46999999999997,166.80509999999998,1,1
2028-01,West,Technology,Home Office,10789.8,4855.409999999999,6,1
2028-02,East,Furniture,Consumer,4781.369999999999,1856.0075999999995,9,2
2028-02,East,Office Supplies,Corporate,1770.0,495.60000000000014,8,1
2028-02,East,Office Supplies,Home Office,3572.68,1335.7979999999998,5,2
2028-02,East,Technology,Consumer,8779.5,3511.8,5,1
2028-02,East,Technology,Corporate,7632.36,3205.5912,9,1
2028-02,North,Furniture,Corporate,10426.64,4483.4552,7,1
2028-02,North,Office Supplies,Consumer,2610.48,1357.4496000000001,2,1
2028-02,North,Office Supplies,Corporate,11937.51,4907.133500000001,14,4
2028-02,South,Furniture,Home Office,6716.28,3156.6515999999997,6,1
2028-02,South,Office Supplies,Consumer,7944.960000000001,3469.968,10,2
2028-02,South,Technology,Consumer,3468.6000000000004,1214.0100000000002,3,1
2028-02,South,Technology,Home Office,2354.05,1035.782,5,1
2028-02,West,Furniture,Consumer,8913.6,4456.8,6,1
2028-02,West,Office Supplies,Consumer,5866.33,1933.8463000000002,9,2
2028-02,West,Office Supplies,Corporate,8132.11,3515.4685999999997,9,2
2028-02,West,Office Supplies,Home Office,13663.14,4170.716,18,3
2028-02,West,Technology,Consumer,2297.1,689.1300000000001,5,1
2028-03,East,Furniture,Corporate,4182.0,2091.0,4,1
2028-03,East,Furniture,Home Office,10149.51,2989.4718,17,2
2028-03,East,Office Supplies,Consumer,2724.0,953.3999999999999,2,1
2028-03,East,Office Supplies,Corporate,4548.36,1819.344,4,1
2028-03,East,Office Supplies,Home Office,9552.24,3374.6472,9,2
2028-03,East,Technology,Consumer,6068.000000000001,2305.84,5,1
2028-03,North,Furniture,Corporate,10806.599999999999,3350.0460000000003,7,1
