Order_ID,Customer_ID,Product_Category,Region,Quantity,Unit_Price,Discount,Order_Date,Gross_Sales,Discount_Amount,Net_Sales,Month,Year
283,1128,Furniture,South,2,3865.0,0.0,2024-10-09,7730.0,0.0,7730.0,10,2024
284,1047,Clothing,North,3,2538.0,10.0,2024-10-10,7614.0,761.4,6852.6,10,2024
285,1139,Groceries,East,1,4410.0,5.0,2024-10-11,4410.0,220.5,4189.5,10,2024
286,1196,Groceries,North,6,1649.0,0.0,2024-10-12,9894.0,0.0,9894.0,10,2024
287,1036,Furniture,North,7,3574.0,10.0,2024-10-13,25018.0,2501.8,22516.2,10,2024
288,1159,Furniture,East,2,227.0,15.0,2024-10-14,454.0,68.1,385.9,10,2024
289,1008,Beauty,East,8,4955.0,0.0,2024-10-15,39640.0,0.0,39640.0,10,2024
290,1098,Beauty,West,6,2861.0,5.0,2024-10-16,17166.0,858.3,16307.7,10,2024
291,1146,Clothing,West,4,4556.0,0.0,2024-10-17,18224.0,0.0,18224.0,10,2024
292,1047,Clothing,South,5,4764.0,15.0,2024-10-18,23820.0,3573.0,20247.0,10,2024
293,1130,Electronics,East,8,1515.0,10.0,2024-10-19,12120.0,1212.0,10908.0,10,2024
294,1147,Beauty,West,3,301.0,15.0,2024-10-20,903.0,135.45,767.55,10,2024
295,1151,Groceries,South,3,2469.0,15.0,2024-10-21,7407.0,1111.05,6295.95,10,2024
296,1053,Beauty,South,4,617.0,0.0,2024-10-22,2468.0,0.0,2468.0,10,2024
297,1119,Groceries,South,1,1441.0,5.0,2024-10-23,1441.0,72.05,1368.95,10,2024
298,1160,Furniture,West,9,4876.0,15.0,2024-10-24,43884.0,6582.6,37301.4,10,2024
299,1151,Beauty,East,8,2088.0,0.0,2024-10-25,16704.0,0.0,16704.0,10,2024
300,1115,Furniture,North,8,3645.0,5.0,2024-10-26,29160.0,1458.0,27702.0,10,2024
301,1074,Clothing,South,6,4620.0,10.0,2024-10-27,27720.0,2772.0,24948.0,10,2024
302,1112,Clothing,West,7,3902.0,10.0,2024-10-28,27314.0,2731.4,24582.6,10,2024
303,1199,Electronics,West,6,3375.0,0.0,2024-10-29,20250.0,0.0,20250.0,10,2024
304,1163,Beauty,North,9,3754.0,0.0,2024-10-30,33786.0,0.0,33786.0,10,2024
305,1165,Furniture,North,3,2534.0,5.0,2024-10-31,7602.0,380.1,7221.9,10,2024
306,1103,Groceries,West,3,4973.0,15.0,2024-11-01,14919.0,2237.85,12681.15,11,2024
307,1083,Clothing,East,3,307.0,10.0,2024-11-02,921.0,92.1,828.9,11,2024
308,1111,Clothing,North,3,2733.0,5.0,2024-11-03,8199.0,409.95,7789.05,11,2024
309,1098,Groceries,West,9,4217.0,0.0,2024-11-04,37953.0,0.0,37953.0,11,2024
310,1152,Furniture,North,4,253.0,0.0,2024-11-05,1012.0,0.0,1012.0,11,2024
311,1092,Furniture,East,7,3466.0,10.0,2024-11-06,24262.0,2426.2,21835.8,11,2024
312,1145,Beauty,South,9,4414.0,5.0,2024-11-07,39726.0,1986.3,37739.7,11,2024
313,1127,Beauty,North,7,4864.0,5.0,2024-11-08,34048.0,1702.4,32345.6,11,2024
314,1109,Electronics,East,9,1618.0,5.0,2024-11-09,14562.0,728.1,13833.9,11,2024
315,1081,Clothing,West,3,2700.0,0.0,2024-11-10,8100.0,0.0,8100.0,11,2024
316,1193,Beauty,North,4,2295.0,0.0,2024-11-11,9180.0,0.0,9180.0,11,2024
317,1053,Furniture,North,8,4598.0,0.0,2024-11-12,36784.0,0.0,36784.0,11,2024
318,1162,Groceries,West,6,4791.0,15.0,2024-11-13,28746.0,4311.9,24434.1,11,2024
319,1188,Furniture,South,5,3654.0,5.0,2024-11-14,18270.0,913.5,17356.5,11,2024
320,1168,Clothing,West,4,2514.0,10.0,2024-11-15,10056.0,1005.6,9050.4,11,2024
321,1160,Furniture,North,8,2949.0,0.0,2024-11-16,23592.0,0.0,23592.0,11,2024
322,1067,Electronics,West,1,1842.0,0.0,2024-11-17,1842.0,0.0,1842.0,11,2024
323,1032,Clothing,East,9,1406.0,5.0,2024-11-18,12654.0,632.7,12021.3,11,2024
324,1141,Groceries,West,1,3949.0,0.0,2024-11-19,3949.0,0.0,3949.0,11,2024
325,1020,Electronics,North,8,4268.0,15.0,2024-11-20,34144.0,5121.6,29022.4,11,2024
326,1047,Clothing,West,4,4676.0,15.0,2024-11-21,18704.0,2805.6,15898.4,11,2024
327,1147,Groceries,South,9,4755.0,0.0,2024-11-22,42795.0,0.0,42795.0,11,2024
328,1127,Electronics,West,5,4940.0,5.0,2024-11-23,24700.0,1235.0,23465.0,11,2024
329,1135,Electronics,South,3,4295.0,5.0,2024-11-24,12885.0,644.25,12240.75,11,2024
330,1134,Clothing,East,9,2655.0,5.0,2024-11-25,23895.0,1194.75,22700.25,11,2024
331,1194,Beauty,South,9,2405.0,0.0,2024-11-26,21645.0,0.0,21645.0,11,2024
332,1144,Electronics,West,4,4608.0,0.0,2024-11-27,18432.0,0.0,18432.0,11,2024
333,1127,Electronics,North,4,1188.0,5.0,2024-11-28,4752.0,237.6,4514.4,11,2024
334,1032,Groceries,South,8,2742.0,15.0,2024-11-29,21936.0,3290.4,18645.6,11,2024
335,1175,Furniture,East,2,1277.0,10.0,2024-11-30,2554.0,255.4,2298.6,11,2024
336,1186,Clothing,South,9,4857.0,10.0,2024-12-01,43713.0,4371.3,39341.7,12,2024
337,1114,Clothing,South,6,3094.0,5.0,2024-12-02,18564.0,928.2,17635.8,12,2024
338,1118,Beauty,South,9,659.0,10.0,2024-12-03,5931.0,593.1,5337.9,12,2024
339,1021,Beauty,East,8,3064.0,10.0,2024-12-04,24512.0,2451.2,22060.8,12,2024
340,1157,Clothing,West,7,1371.0,0.0,2024-12-05,9597.0,0.0,9597.0,12,2024
341,1037,Beauty,South,1,1913.0,15.0,2024-12-06,1913.0,286.95,1626.05,12,2024
342,1108,Groceries,South,3,3015.0,15.0,2024-12-07,9045.0,1356.75,7688.25,12,2024
343,1050,Clothing,North,2,709.0,0.0,2024-12-08,1418.0,0.0,1418.0,12,2024
344,1181,Beauty,East,5,2561.0,0.0,2024-12-09,12805.0,0.0,12805.0,12,2024
345,1007,Clothing,South,5,4220.0,10.0,2024-12-10,21100.0,2110.0,18990.0,12,2024
346,1026,Furniture,East,5,383.0,0.0,2024-12-11,1915.0,0.0,1915.0,12,2024
347,1026,Electronics,South,4,3028.0,10.0,2024-12-12,12112.0,1211.2,10900.8,12,2024
348,1020,Clothing,West,5,4496.0,0.0,2024-12-13,22480.0,0.0,22480.0,12,2024
349,1029,Electronics,West,3,1191.0,15.0,2024-12-14,3573.0,535.95,3037.05,12,2024
350,1096,Beauty,South,1,916.0,10.0,2024-12-15,916.0,91.6,824.4,12,2024
351,1027,Electronics,West,5,182.0,0.0,2024-12-16,910.0,0.0,910.0,12,2024
352,1110,Clothing,South,9,2020.0,10.0,2024-12-17,18180.0,1818.0,16362.0,12,2024
353,1191,Furniture,West,9,3591.0,5.0,2024-12-18,32319.0,1615.95,30703.05,12,2024
354,1196,Beauty,North,4,3244.0,10.0,2024-12-19,12976.0,1297.6,11678.4,12,2024
355,1060,Clothing,North,3,2193.0,0.0,2024-12-20,6579.0,0.0,6579.0,12,2024
356,1047,Beauty,North,1,4813.0,15.0,2024-12-21,4813.0,721.95,4091.05,12,2024
357,1146,Groceries,East,2,275.0,15.0,2024-12-22,550.0,82.5,467.5,12,2024
358,1003,Electronics,East,8,2804.0,0.0,2024-12-23,22432.0,0.0,22432.0,12,2024
359,1034,Groceries,North,1,469.0,5.0,2024-12-24,469.0,23.45,445.55,12,2024
360,1191,Clothing,East,8,1918.0,0.0,2024-12-25,15344.0,0.0,15344.0,12,2024
361,1048,Furniture,West,7,2201.0,10.0,2024-12-26,15407.0,1540.7,13866.3,12,2024
362,1016,Beauty,South,8,4885.0,0.0,2024-12-27,39080.0,0.0,39080.0,12,2024
363,1171,Electronics,South,6,3590.0,0.0,2024-12-28,21540.0,0.0,21540.0,12,2024
364,1157,Beauty,South,9,1879.0,5.0,2024-12-29,16911.0,845.55,16065.45,12,2024
365,1045,Clothing,North,3,1464.0,10.0,2024-12-30,4392.0,439.2,3952.8,12,2024
366,1116,Beauty,East,4,4562.0,0.0,2024-12-31,18248.0,0.0,18248.0,12,2024
367,1005,Electronics,West,6,3442.0,0.0,2025-01-01,20652.0,0.0,20652.0,1,2025
368,1098,Clothing,West,8,4839.0,15.0,2025-01-02,38712.0,5806.8,32905.2,1,2025
369,1123,Beauty,North,5,3776.0,0.0,2025-01-03,18880.0,0.0,18880.0,1,2025
370,1036,Furniture,West,3,2526.0,15.0,2025-01-04,7578.0,1136.7,6441.3,1,2025
371,1023,Clothing,West,6,172.0,5.0,2025-01-05,1032.0,51.6,980.4,1,2025
372,1092,Clothing,West,4,3062.0,0.0,2025-01-06,12248.0,0.0,12248.0,1,2025
373,1045,Furniture,West,9,959.0,0.0,2025-01-07,8631.0,0.0,8631.0,1,2025
374,1180,Groceries,East,3,3956.0,5.0,2025-01-08,11868.0,593.4,11274.6,1,2025
375,1094,Electronics,West,4,4238.0,5.0,2025-01-09,16952.0,847.6,16104.4,1,2025
376,1098,Groceries,South,7,2524.0,0.0,2025-01-10,17668.0,0.0,17668.0,1,2025
377,1187,Beauty,North,7,1164.0,5.0,2025-01-11,8148.0,407.4,7740.6,1,2025
378,1115,Furniture,East,4,2317.0,0.0,2025-01-12,9268.0,0.0,9268.0,1,2025
379,1190,Groceries,West,6,4117.0,0.0,2025-01-13,24702.0,0.0,24702.0,1,2025
380,1159,Clothing,East,3,2359.0,10.0,2025-01-14,7077.0,707.7,6369.3,1,2025
381,1160,Beauty,West,6,3851.0,15.0,2025-01-15,23106.0,3465.9,19640.1,1,2025
382,1066,Beauty,South,2,2186.0,5.0,2025-01-16,4372.0,218.6,4153.4,1,2025
383,1127,Groceries,North,8,468.0,5.0,2025-01-17,3744.0,187.2,3556.8,1,2025
384,1017,Groceries,West,2,2904.0,10.0,2025-01-18,5808.0,580.8,5227.2,1,2025
385,1024,Furniture,West,7,250.0,10.0,2025-01-19,1750.0,175.0,1575.0,1,2025
386,1053,Electronics,West,9,1234.0,10.0,2025-01-20,11106.0,1110.6,9995.4,1,2025
387,1057,Groceries,West,1,2884.0,0.0,2025-01-21,2884.0,0.0,2884.0,1,2025
388,1066,Groceries,North,8,4264.0,0.0,2025-01-22,34112.0,0.0,34112.0,1,2025
389,1103,Clothing,North,7,2446.0,0.0,2025-01-23,17122.0,0.0,17122.0,1,2025
390,1173,Beauty,South,6,4997.0,0.0,2025-01-24,29982.0,0.0,29982.0,1,2025
391,1023,Electronics,North,6,2350.0,5.0,2025-01-25,14100.0,705.0,13395.0,1,2025
392,1113,Clothing,West,6,160.0,15.0,2025-01-26,960.0,144.0,816.0,1,2025
393,1031,Furniture,South,9,3110.0,0.0,2025-01-27,27990.0,0.0,27990.0,1,2025
394,1174,Furniture,South,2,4001.0,5.0,2025-01-28,8002.0,400.1,7601.9,1,2025
395,1085,Groceries,South,1,1437.0,5.0,2025-01-29,1437.0,71.85,1365.15,1,2025
396,1150,Groceries,West,6,1284.0,10.0,2025-01-30,7704.0,770.4,6933.6,1,2025
397,1193,Furniture,East,8,4526.0,10.0,2025-01-31,36208.0,3620.8,32587.2,1,2025
398,1126,Groceries,West,3,1651.0,0.0,2025-02-01,4953.0,0.0,4953.0,2,2025
399,1154,Electronics,North,1,4533.0,10.0,2025-02-02,4533.0,453.3,4079.7,2,2025
400,1129,Groceries,North,9,1729.0,5.0,2025-02-03,15561.0,778.05,14782.95,2,2025
401,1016,Beauty,West,1,1427.0,10.0,2025-02-04,1427.0,142.7,1284.3,2,2025
402,1103,Groceries,West,3,1626.0,0.0,2025-02-05,4878.0,0.0,4878.0,2,2025
403,1160,Clothing,South,8,1773.0,10.0,2025-02-06,14184.0,1418.4,12765.6,2,2025
404,1136,Electronics,West,3,1461.0,5.0,2025-02-07,4383.0,219.15,4163.85,2,2025
405,1042,Clothing,South,4,1673.0,0.0,2025-02-08,6692.0,0.0,6692.0,2,2025
406,1175,Clothing,North,8,2786.0,15.0,2025-02-09,22288.0,3343.2,18944.8,2,2025
407,1038,Beauty,South,1,4470.0,10.0,2025-02-10,4470.0,447.0,4023.0,2,2025
408,1169,Electronics,West,6,2466.0,5.0,2025-02-11,14796.0,739.8,14056.2,2,2025
409,1025,Electronics,North,1,3857.0,15.0,2025-02-12,3857.0,578.55,3278.45,2,2025
410,1098,Electronics,East,1,2534.0,15.0,2025-02-13,2534.0,380.1,2153.9,2,2025
411,1049,Electronics,South,8,2093.0,0.0,2025-02-14,16744.0,0.0,16744.0,2,2025
412,1152,Electronics,North,4,969.0,15.0,2025-02-15,3876.0,581.4,3294.6,2,2025
413,1151,Beauty,South,1,1114.0,5.0,2025-02-16,1114.0,55.7,1058.3,2,2025
414,1012,Groceries,North,7,2011.0,5.0,2025-02-17,14077.0,703.85,13373.15,2,2025
415,1059,Clothing,North,5,702.0,10.0,2025-02-18,3510.0,351.0,3159.0,2,2025
416,1134,Electronics,South,5,3921.0,10.0,2025-02-19,19605.0,1960.5,17644.5,2,2025
417,1056,Groceries,East,1,790.0,10.0,2025-02-20,790.0,79.0,711.0,2,2025
418,1035,Groceries,North,6,593.0,15.0,2025-02-21,3558.0,533.7,3024.3,2,2025
419,1172,Clothing,North,9,589.0,15.0,2025-02-22,5301.0,795.15,4505.85,2,2025
420,1019,Beauty,North,9,2656.0,0.0,2025-02-23,23904.0,0.0,23904.0,2,2025
421,1064,Furniture,East,8,4585.0,10.0,2025-02-24,36680.0,3668.0,33012.0,2,2025
422,1007,Furniture,East,5,394.0,0.0,2025-02-25,1970.0,0.0,1970.0,2,2025
423,1143,Groceries,West,1,4127.0,0.0,2025-02-26,4127.0,0.0,4127.0,2,2025
424,1141,Clothing,South,9,2943.0,0.0,2025-02-27,26487.0,0.0,26487.0,2,2025
425,1114,Furniture,East,1,3012.0,15.0,2025-02-28,3012.0,451.8,2560.2,2,2025
426,1142,Groceries,South,8,1817.0,0.0,2025-03-01,14536.0,0.0,14536.0,3,2025
427,1091,Beauty,West,5,2696.0,0.0,2025-03-02,13480.0,0.0,13480.0,3,2025
428,1097,Furniture,South,3,4844.0,5.0,2025-03-03,14532.0,726.6,13805.4,3,2025
429,1065,Groceries,East,7,1973.0,15.0,2025-03-04,13811.0,2071.65,11739.35,3,2025
430,1031,Groceries,South,7,4763.0,15.0,2025-03-05,33341.0,5001.15,28339.85,3,2025
431,1190,Electronics,East,9,3358.0,0.0,2025-03-06,30222.0,0.0,30222.0,3,2025
432,1085,Beauty,South,7,2917.0,15.0,2025-03-07,20419.0,3062.85,17356.15,3,2025
433,1050,Electronics,East,3,544.0,0.0,2025-03-08,1632.0,0.0,1632.0,3,2025
434,1152,Clothing,East,1,3741.0,5.0,2025-03-09,3741.0,187.05,3553.95,3,2025
435,1185,Electronics,South,8,4558.0,0.0,2025-03-10,36464.0,0.0,36464.0,3,2025
436,1062,Electronics,West,3,841.0,15.0,2025-03-11,2523.0,378.45,2144.55,3,2025
437,1189,Furniture,North,8,2141.0,15.0,2025-03-12,17128.0,2569.2,14558.8,3,2025
438,1124,Groceries,West,8,779.0,0.0,2025-03-13,6232.0,0.0,6232.0,3,2025
439,1149,Beauty,South,5,2567.0,0.0,2025-03-14,12835.0,0.0,12835.0,3,2025
440,1057,Electronics,West,1,3797.0,0.0,2025-03-15,3797.0,0.0,3797.0,3,2025
441,1057,Beauty,East,7,1458.0,10.0,2025-03-16,10206.0,1020.6,9185.4,3,2025
442,1085,Electronics,North,5,162.0,15.0,2025-03-17,810.0,121.5,688.5,3,2025
443,1048,Clothing,South,8,2659.0,15.0,2025-03-18,21272.0,3190.8,18081.2,3,2025
444,1179,Electronics,South,9,3869.0,10.0,2025-03-19,34821.0,3482.1,31338.9,3,2025
445,1169,Furniture,South,7,4451.0,0.0,2025-03-20,31157.0,0.0,31157.0,3,2025
446,1069,Groceries,North,7,234.0,5.0,2025-03-21,1638.0,81.9,1556.1,3,2025
447,1014,Clothing,East,1,3744.0,0.0,2025-03-22,3744.0,0.0,3744.0,3,2025
448,1053,Electronics,South,4,2235.0,0.0,2025-03-23,8940.0,0.0,8940.0,3,2025
449,1187,Beauty,West,2,3378.0,10.0,2025-03-24,6756.0,675.6,6080.4,3,2025
450,1100,Clothing,South,2,922.0,15.0,2025-03-25,1844.0,276.6,1567.4,3,2025
451,1007,Clothing,South,2,3174.0,0.0,2025-03-26,6348.0,0.0,6348.0,3,2025
452,1052,Electronics,South,4,3081.0,15.0,2025-03-27,12324.0,1848.6,10475.4,3,2025
453,1059,Clothing,South,1,220.0,0.0,2025-03-28,220.0,0.0,220.0,3,2025
454,1107,Beauty,East,4,1737.0,15.0,2025-03-29,6948.0,1042.2,5905.8,3,2025
455,1004,Clothing,West,2,1024.0,5.0,2025-03-30,2048.0,102.4,1945.6,3,2025
456,1102,Beauty,East,5,744.0,5.0,2025-03-31,3720.0,186.0,3534.0,3,2025
457,1195,Electronics,West,3,2132.0,0.0,2025-04-01,6396.0,0.0,6396.0,4,2025
458,1005,Groceries,South,8,2861.0,15.0,2025-04-02,22888.0,3433.2,19454.8,4,2025
459,1108,Clothing,North,4,2168.0,0.0,2025-04-03,8672.0,0.0,8672.0,4,2025
460,1115,Groceries,East,1,341.0,10.0,2025-04-04,341.0,34.1,306.9,4,2025
461,1093,Beauty,North,1,2768.0,5.0,2025-04-05,2768.0,138.4,2629.6,4,2025
462,1046,Clothing,East,3,902.0,0.0,2025-04-06,2706.0,0.0,2706.0,4,2025
463,1098,Furniture,South,9,4264.0,10.0,2025-04-07,38376.0,3837.6,34538.4,4,2025
464,1054,Groceries,East,7,295.0,0.0,2025-04-08,2065.0,0.0,2065.0,4,2025
465,1167,Clothing,South,2,2287.0,15.0,2025-04-09,4574.0,686.1,3887.9,4,2025
466,1051,Groceries,East,9,3615.0,15.0,2025-04-10,32535.0,4880.25,27654.75,4,2025
467,1143,Clothing,South,2,2430.0,15.0,2025-04-11,4860.0,729.0,4131.0,4,2025
468,1012,Electronics,South,3,2459.0,15.0,2025-04-12,7377.0,1106.55,6270.45,4,2025
469,1113,Groceries,West,2,4941.0,0.0,2025-04-13,9882.0,0.0,9882.0,4,2025
470,1123,Furniture,South,3,3706.0,10.0,2025-04-14,11118.0,1111.8,10006.2,4,2025
471,1105,Furniture,West,6,376.0,10.0,2025-04-15,2256.0,225.6,2030.4,4,2025
472,1157,Beauty,South,9,160.0,15.0,2025-04-16,1440.0,216.0,1224.0,4,2025
473,1146,Clothing,North,9,3490.0,0.0,2025-04-17,31410.0,0.0,31410.0,4,2025
474,1144,Groceries,South,7,2013.0,15.0,2025-04-18,14091.0,2113.65,11977.35,4,2025
475,1119,Beauty,North,3,4027.0,0.0,2025-04-19,12081.0,0.0,12081.0,4,2025
476,1062,Groceries,North,4,2691.0,15.0,2025-04-20,10764.0,1614.6,9149.4,4,2025
477,1018,Clothing,South,6,666.0,5.0,2025-04-21,3996.0,199.8,3796.2,4,2025
478,1091,Furniture,North,5,4035.0,5.0,2025-04-22,20175.0,1008.75,19166.25,4,2025
479,1057,Electronics,West,2,1671.0,0.0,2025-04-23,3342.0,0.0,3342.0,4,2025
480,1182,Furniture,East,6,4817.0,15.0,2025-04-24,28902.0,4335.3,24566.7,4,2025
481,1089,Beauty,South,3,1300.0,10.0,2025-04-25,3900.0,390.0,3510.0,4,2025
482,1116,Electronics,North,8,4509.0,0.0,2025-04-26,36072.0,0.0,36072.0,4,2025
483,1061,Beauty,South,2,2954.0,5.0,2025-04-27,5908.0,295.4,5612.6,4,2025
484,1022,Clothing,West,1,2995.0,15.0,2025-04-28,2995.0,449.25,2545.75,4,2025
485,1126,Electronics,South,9,1336.0,0.0,2025-04-29,12024.0,0.0,12024.0,4,2025
486,1136,Beauty,South,3,236.0,15.0,2025-04-30,708.0,106.2,601.8,4,2025
487,1139,Clothing,North,1,1129.0,5.0,2025-05-01,1129.0,56.45,1072.55,5,2025
488,1128,Furniture,West,7,2256.0,0.0,2025-05-02,15792.0,0.0,15792.0,5,2025
489,1057,Clothing,East,5,2694.0,5.0,2025-05-03,13470.0,673.5,12796.5,5,2025
490,1121,Groceries,East,5,761.0,0.0,2025-05-04,3805.0,0.0,3805.0,5,2025
491,1000,Clothing,North,1,2572.0,5.0,2025-05-05,2572.0,128.6,2443.4,5,2025
492,1033,Clothing,South,9,2777.0,15.0,2025-05-06,24993.0,3748.95,21244.05,5,2025
493,1095,Groceries,North,7,2408.0,10.0,2025-05-07,16856.0,1685.6,15170.4,5,2025
494,1125,Beauty,North,8,186.0,5.0,2025-05-08,1488.0,74.4,1413.6,5,2025
495,1117,Beauty,North,9,2612.0,10.0,2025-05-09,23508.0,2350.8,21157.2,5,2025
496,1047,Clothing,South,6,3042.0,0.0,2025-05-10,18252.0,0.0,18252.0,5,2025
497,1088,Groceries,West,5,2873.0,0.0,2025-05-11,14365.0,0.0,14365.0,5,2025
498,1116,Groceries,North,6,2604.0,0.0,2025-05-12,15624.0,0.0,15624.0,5,2025
499,1128,Furniture,South,2,3410.0,10.0,2025-05-13,6820.0,682.0,6138.0,5,2025
500,1015,Beauty,West,4,1800.0,0.0,2025-05-14,7200.0,0.0,7200.0,5,2025
501,1188,Electronics,North,3,3770.0,5.0,2025-05-15,11310.0,565.5,10744.5,5,2025
502,1191,Beauty,East,7,2800.0,10.0,2025-05-16,19600.0,1960.0,17640.0,5,2025
503,1190,Beauty,West,9,3729.0,15.0,2025-05-17,33561.0,5034.15,28526.85,5,2025
504,1068,Furniture,North,5,4690.0,5.0,2025-05-18,23450.0,1172.5,22277.5,5,2025
505,1021,Electronics,West,6,1747.0,5.0,2025-05-19,10482.0,524.1,9957.9,5,2025
506,1092,Furniture,West,2,3418.0,5.0,2025-05-20,6836.0,341.8,6494.2,5,2025
507,1194,Electronics,West,3,3787.0,15.0,2025-05-21,11361.0,1704.15,9656.85,5,2025
508,1075,Clothing,West,3,696.0,0.0,2025-05-22,2088.0,0.0,2088.0,5,2025
509,1153,Electronics,West,9,4645.0,0.0,2025-05-23,41805.0,0.0,41805.0,5,2025
510,1143,Furniture,West,7,584.0,10.0,2025-05-24,4088.0,408.8,3679.2,5,2025
511,1178,Beauty,North,8,745.0,0.0,2025-05-25,5960.0,0.0,5960.0,5,2025
512,1085,Electronics,East,9,3189.0,10.0,2025-05-26,28701.0,2870.1,25830.9,5,2025
513,1184,Electronics,South,6,4857.0,0.0,2025-05-27,29142.0,0.0,29142.0,5,2025
514,1028,Groceries,West,4,4953.0,15.0,2025-05-28,19812.0,2971.8,16840.2,5,2025
515,1068,Beauty,South,1,4484.0,5.0,2025-05-29,4484.0,224.2,4259.8,5,2025
516,1046,Clothing,North,8,820.0,5.0,2025-05-30,6560.0,328.0,6232.0,5,2025
517,1093,Furniture,West,7,4833.0,15.0,2025-05-31,33831.0,5074.65,28756.35,5,2025
518,1189,Clothing,East,2,598.0,0.0,2025-06-01,1196.0,0.0,1196.0,6,2025
519,1196,Beauty,South,8,4829.0,0.0,2025-06-02,38632.0,0.0,38632.0,6,2025
520,1143,Electronics,West,5,1773.0,10.0,2025-06-03,8865.0,886.5,7978.5,6,2025
521,1175,Electronics,North,7,3167.0,15.0,2025-06-04,22169.0,3325.35,18843.65,6,2025
522,1084,Beauty,East,4,214.0,0.0,2025-06-05,856.0,0.0,856.0,6,2025
523,1038,Electronics,South,5,3079.0,15.0,2025-06-06,15395.0,2309.25,13085.75,6,2025
524,1099,Electronics,South,8,4869.0,0.0,2025-06-07,38952.0,0.0,38952.0,6,2025
525,1032,Electronics,West,1,1836.0,5.0,2025-06-08,1836.0,91.8,1744.2,6,2025
526,1100,Furniture,East,1,3711.0,5.0,2025-06-09,3711.0,185.55,3525.45,6,2025
527,1022,Furniture,East,4,2353.0,5.0,2025-06-10,9412.0,470.6,8941.4,6,2025
528,1009,Groceries,East,3,2394.0,15.0,2025-06-11,7182.0,1077.3,6104.7,6,2025
529,1068,Clothing,East,2,3730.0,15.0,2025-06-12,7460.0,1119.0,6341.0,6,2025
530,1099,Beauty,North,3,246.0,10.0,2025-06-13,738.0,73.8,664.2,6,2025
531,1033,Beauty,East,1,4082.0,5.0,2025-06-14,4082.0,204.1,3877.9,6,2025
532,1179,Beauty,South,1,3553.0,10.0,2025-06-15,3553.0,355.3,3197.7,6,2025
533,1137,Groceries,South,6,4607.0,5.0,2025-06-16,27642.0,1382.1,26259.9,6,2025
534,1146,Furniture,North,5,2510.0,10.0,2025-06-17,12550.0,1255.0,11295.0,6,2025
535,1185,Groceries,South,8,236.0,10.0,2025-06-18,1888.0,188.8,1699.2,6,2025
536,1095,Beauty,South,2,3460.0,0.0,2025-06-19,6920.0,0.0,6920.0,6,2025
537,1000,Clothing,East,4,3105.0,10.0,2025-06-20,12420.0,1242.0,11178.0,6,2025
538,1068,Electronics,South,8,3652.0,15.0,2025-06-21,29216.0,4382.4,24833.6,6,2025
539,1003,Furniture,North,6,118.0,10.0,2025-06-22,708.0,70.8,637.2,6,2025
540,1015,Furniture,East,1,2342.0,5.0,2025-06-23,2342.0,117.1,2224.9,6,2025
541,1023,Groceries,West,4,548.0,10.0,2025-06-24,2192.0,219.2,1972.8,6,2025
542,1079,Furniture,East,1,2048.0,0.0,2025-06-25,2048.0,0.0,2048.0,6,2025
543,1001,Beauty,North,2,1045.0,5.0,2025-06-26,2090.0,104.5,1985.5,6,2025
544,1127,Beauty,East,5,4336.0,0.0,2025-06-27,21680.0,0.0,21680.0,6,2025
545,1159,Groceries,East,8,2020.0,5.0,2025-06-28,16160.0,808.0,15352.0,6,2025
546,1083,Beauty,North,8,3077.0,15.0,2025-06-29,24616.0,3692.4,20923.6,6,2025
547,1151,Clothing,East,3,4288.0,15.0,2025-06-30,12864.0,1929.6,10934.4,6,2025
548,1139,Groceries,North,4,4115.0,15.0,2025-07-01,16460.0,2469.0,13991.0,7,2025
549,1177,Clothing,North,6,338.0,0.0,2025-07-02,2028.0,0.0,2028.0,7,2025
550,1162,Electronics,West,3,304.0,0.0,2025-07-03,912.0,0.0,912.0,7,2025
551,1123,Clothing,South,2,2707.0,5.0,2025-07-04,5414.0,270.7,5143.3,7,2025
552,1032,Electronics,South,6,4440.0,15.0,2025-07-05,26640.0,3996.0,22644.0,7,2025
553,1160,Electronics,East,5,3488.0,5.0,2025-07-06,17440.0,872.0,16568.0,7,2025
554,1188,Clothing,East,5,3072.0,0.0,2025-07-07,15360.0,0.0,15360.0,7,2025
555,1178,Groceries,West,5,4490.0,0.0,2025-07-08,22450.0,0.0,22450.0,7,2025
556,1170,Beauty,West,5,2787.0,0.0,2025-07-09,13935.0,0.0,13935.0,7,2025
557,1100,Beauty,West,3,4266.0,5.0,2025-07-10,12798.0,639.9,12158.1,7,2025
558,1011,Electronics,North,7,1448.0,0.0,2025-07-11,10136.0,0.0,10136.0,7,2025
559,1066,Electronics,West,6,4500.0,0.0,2025-07-12,27000.0,0.0,27000.0,7,2025
560,1064,Groceries,West,4,916.0,0.0,2025-07-13,3664.0,0.0,3664.0,7,2025
561,1160,Furniture,East,2,920.0,15.0,2025-07-14,1840.0,276.0,1564.0,7,2025
562,1167,Clothing,West,9,292.0,5.0,2025-07-15,2628.0,131.4,2496.6,7,2025
563,1073,Electronics,North,1,1876.0,10.0,2025-07-16,1876.0,187.6,1688.4,7,2025
564,1042,Beauty,North,4,3745.0,10.0,2025-07-17,14980.0,1498.0,13482.0,7,2025
565,1043,Groceries,East,1,4724.0,0.0,2025-07-18,4724.0,0.0,4724.0,7,2025
566,1028,Clothing,West,6,350.0,5.0,2025-07-19,2100.0,105.0,1995.0,7,2025
